Stt,Symbol,Name,KLLH,Free_Float,Limit
126,ITA,CTCP Đầu Tư và Công Nghiệp Tân Tạo,"938,321,575",60%,100%
127,ITD,CTCP Công Nghệ Tiên Phong,"18,992,610",65%,100%
128,JVC,CTCP Thiết Bị Y Tế Việt Nhật,"112,500,171",55%,100%
129,KBC,Tổng CT Phát Triển Đô Thị Kinh Bắc - CTCP,"469,760,189",70%,100%
130,KDC,CTCP Tập Đòan KIDO,"228,749,100",50%,100%
131,KDH,CTCP Đầu Tư và Kinh Doanh Nhà Khang Điền,"558,806,579",60%,100%
132,KHP,CTCP Điện Lực Khánh Hòa,"56,071,016",50%,100%
133,KMR,CTCP Mirae,"56,877,807",55%,100%
134,KOS,CTCP Kosy,"165,031,335",25%,100%
135,KSB,CTCP Khoáng Sản và Xây Dựng Bình Dương,"66,633,078",70%,100%
136,LBM,CTCP Khoáng Sản và VLXD Lâm Đồng,"10,000,000",30%,100%
137,LCG,CTCP Licogi 16,"115,248,172",90%,100%
138,LDG,CTCP Đầu Tư LDG,"239,447,211",90%,100%
139,LGL,CTCP Đầu Tư và Phát Triển Đô Thị Long Giang,"51,497,100",50%,100%
140,LHG,CTCP Long Hậu,"50,012,010",30%,100%
141,LIX,CTCP Bột Giặt Lix,"32,400,000",50%,100%
142,LM8,CTCP Lilama 18,"9,388,682",50%,100%
143,LSS,CTCP Mía Đường Lam Sơn,"67,674,150",60%,100%
144,MBB,Ngân hàng TMCP Quân Đội,"2,798,756,872",60%,100%
145,MHC,CTCP MHC,"41,406,844",65%,100%
146,MSH,CTCP May Sông hồng,"50,009,400",40%,100%
147,MSN,CTCP Tập Đoàn Masan,"1,174,683,246",35%,100%
148,MWG,CTCP Đầu Tư Thế Giới Di Động,"466,124,227",65%,100%
149,NAF,CTCP Nafoods Group,"47,567,790",15%,100%
150,NCT,CTCP Dịch vụ Hàng hóa Nội Bài,"26,165,732",35%,100%
151,NHH,CTCP Nhựa Hà Nội,"36,440,000",30%,100%
152,NKG,CTCP Thép Nam Kim,"171,999,868",65%,100%
153,NLG,CTCP Đầu tư Nam Long,"285,270,660",65%,100%
154,NNC,CTCP Đá Núi Nhỏ,"21,920,000",35%,100%
155,NT2,CTCP Điện lực Dầu khí Nhơn Trạch 2,"287,876,029",30%,100%
156,NTL,CTCP Phát Triển Đô Thị Từ Liêm,"60,989,950",50%,100%
157,NVL,CTCP Tập đoàn Đầu tư Địa ốc No Va,"1,063,951,798",35%,100%
158,PAC,CTCP Pin Ắc Quy Miền Nam,"46,471,707",35%,100%
159,PC1,CTCP Xây Lắp Điện I,"191,187,727",60%,100%
160,PDR,CTCP Phát Triển Bất Động Sản Phát Đạt,"435,786,241",40%,100%
161,PET,Tổng CTCP Dịch Vụ Tổng Hợp Dầu Khí,"83,570,524",70%,100%
162,PGC,Tổng CT Gas Petrolimex- CTCP,"60,339,285",45%,100%
163,PHC,CTCP Xây dựng Phục Hưng Holding,"25,741,540",75%,100%
164,PHR,CTCP Cao Su Phước Hòa,"135,499,198",35%,100%
165,PLP,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,"39,999,847",65%,100%
166,PLX,Tập đoàn Xăng dầu Việt Nam,"1,243,813,235",13%,100%
167,PNJ,CTCP Vàng Bạc Đá Quý Phú Nhuận,"227,366,563",80%,100%
168,POM,CTCP Thép Pomina,"278,543,546",13%,100%
169,POW,Tổng CT Điện lực Dầu khí Việt Nam - CTCP,"2,341,871,600",20%,100%
170,PPC,CTCP Nhiệt Điện Phả Lại,"320,613,054",25%,100%
171,PSH,CTCP Thương mại Đầu tư Dầu khí Nam Sông Hậu,"126,150,380",35%,100%
172,PTB,CTCP Phú Tài,"46,059,181",50%,100%
173,PVD,Tổng CTCP Khoan và Dịch Vụ Khoan Dầu Khí,"421,129,789",50%,100%
174,PVT,Tổng CTCP Vận Tải Dầu Khí,"323,651,246",45%,100%
175,QCG,CTCP Quốc Cường Gia Lai,"275,129,141",40%,100%
176,RAL,CTCP Bóng Đèn Phích Nước Rạng Đông,"11,500,000",35%,100%
177,REE,CTCP Cơ Điện Lạnh,"309,050,926",45%,100%
178,ROS,CTCP Xây dựng FLC Faros,"567,598,121",100%,100%
179,SAB,Tổng CTCP Bia - Rượu - Nước giải khát Sài Gòn,"641,281,186",11%,100%
180,SAM,CTCP SAM HOLDINGS,"350,000,444",100%,100%
181,SAV,CTCP Hợp Tác Kinh Tế và XNK Savimex,"14,204,085",35%,100%
182,SBA,CTCP Sông Ba,"60,285,171",60%,100%
183,SBT,CTCP Thành Thành Công- Biên Hòa,"617,158,147",35%,100%
184,SBV,CTCP Siam Brothers Việt Nam,"27,323,976",35%,100%
185,SCD,CTCP Nước Giải Khát Chương Dương,"8,477,640",40%,100%
186,SCR,CTCP Địa ốc Sài Gòn Thương Tín,"366,356,303",75%,100%
187,SCS,CTCP Dịch vụ Hàng hóa Sài Gòn,"50,745,700",35%,100%
188,SFG,CTCP Phân bón Miền Nam,"47,897,333",30%,100%
189,SFI,CTCP Đại Lý Vận Tải Safi,"13,355,293",35%,100%
190,SGN,CTCP Phục vụ Mặt đất Sài Gòn,"33,533,591",20%,100%
191,SGR,CTCP Địa ốc Sài Gòn,"59,999,989",25%,100%
192,SHA,CTCP Sơn Hà Sài Gòn,"31,853,976",80%,100%
193,SHI,CTCP Quốc Tế Sơn Hà,"91,107,067",75%,100%
194,SJD,CTCP Thủy Điện Cần Đơn,"68,998,620",50%,100%
195,SJF,CTCP Đầu tư Sao Thái Dương,"79,200,000",95%,100%
196,SJS,CTCP Đầu Tư Phát Triển Đô Thị và KCN Sông Đà,"113,897,480",50%,100%
197,SKG,CTCP Tàu Cao Tốc Superdong - Kiên Giang,"63,331,735",65%,100%
198,SMB,CTCP Bia Sài Gòn - Miền Trung,"29,846,648",40%,100%
199,SMC,CTCP Đầu Tư Thương Mại SMC,"60,922,941",40%,100%
200,SRC,CTCP Cao Su Sao Vàng,"28,063,368",40%,100%
201,SSI,CTCP Chứng Khoán SSI,"645,867,344",60%,100%
202,STB,Ngân hàng TMCP Sài Gòn Thương Tín,"1,803,653,429",95%,100%
203,STK,CTCP Sợi Thế Kỷ,"68,185,294",35%,100%
204,SVC,CTCP Dịch Vụ Tổng Hợp Sài Gòn,"33,300,466",50%,100%
205,SZC,CTCP Sonadezi Châu Đức,"100,000,000",40%,100%
206,SZL,CTCP Sonadezi Long Thành,"18,190,900",35%,100%
207,TAC,CTCP Dầu Thực Vật Tường An,"33,876,148",12%,100%
208,TCB,Ngân hàng TMCP Kỹ thương Việt Nam,"3,504,906,230",65%,100%
209,TCD,CTCP Đầu tư Phát triển Công nghiệp và Vận tải,"82,294,590",15%,100%
210,TCH,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,"353,271,564",55%,100%
211,TCL,CTCP Đại Lý Giao Nhận Vận Tải Xếp Dỡ Tân Cảng,"30,158,436",50%,100%
212,TCM,CTCP Dệt May Đầu Tư Thương Mại Thành Công,"61,967,899",45%,100%
213,TCT,CTCP Cáp Treo Núi Bà Tây Ninh,"12,788,000",35%,100%
214,TDC,CTCP KD VÀ PT Bình Dương,"100,000,000",40%,100%
215,TDG,CTCP Dầu khí Thái Dương,"16,770,000",95%,100%
216,TDH,CTCP Phát Triển Nhà Thủ Đức,"112,652,767",90%,100%
217,TDM,CTCP Nước Thủ Dầu Một,"100,000,000",60%,100%
218,TEG,CTCP BĐS và Xây dựng Trường Thành,"32,383,642",50%,100%
219,TGG,CTCP Xây dựng và Đầu tư Trường Giang,"27,299,990",100%,100%
220,THG,CTCP Đầu Tư và Xây Dựng Tiền Giang,"14,519,560",75%,100%
221,TIP,CTCP Phát triển Khu Công Nghiệp Tín Nghĩa,"26,003,143",45%,100%
222,TLD,CTCP Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,"39,956,372",55%,100%
223,TLG,CTCP Tập Đoàn Thiên Long,"77,794,453",40%,100%
224,TLH,CTCP Tập Đoàn Thép Tiến Lên,"100,650,621",60%,100%
225,TMS,CTCP Transimex,"81,431,316",25%,100%
226,TN1,CTCP Thương mại Dịch vụ TNS Holdings,"23,335,809",20%,100%
227,TNA,CTCP TM XNK Thiên Nam,"39,385,930",60%,100%
228,TNI,CTCP Tập đoàn Thành Nam,"52,500,000",100%,100%
229,TNT,CTCP Tài Nguyên,"25,500,000",95%,100%
230,TPB,Ngân hàng TMCP Tiên Phong,"1,031,655,666",60%,100%
231,TRC,CTCP Cao Su Tây Ninh,"29,125,000",30%,100%
232,TSC,CTCP Vật Tư Kỹ Thuật Nông Nghiệp Cần Thơ,"147,648,084",45%,100%
233,TTB,CTCP Tập đoàn Tiến Bộ,"51,509,583",80%,100%
234,TV2,CTCP Tư vấn Xây dựng điện 2,"36,014,952",45%,100%
235,TYA,CTCP Dây và Cáp Điện Taya Việt Nam,"30,679,646",20%,100%
236,UDC,CTCP Xây Dựng và Phát Triển Đô Thị Tỉnh Bà Rịa Vũng Tàu,"34,706,000",35%,100%
237,UIC,CTCP Đầu Tư Phát Triển Nhà và Đô Thị Idico,"8,000,000",45%,100%
238,VCB,Ngân hàng TMCP Ngoại Thương Việt Nam,"3,708,877,448",11%,100%
239,VCI,CTCP Chứng khoán Bản Việt,"165,600,000",70%,100%
240,VGC,Tổng CT Viglacera - CTCP,"448,350,000",15%,100%
241,VHC,CTCP Vĩnh Hoàn,"181,946,026",45%,100%
242,VHM,CTCP Vinhomes,"3,289,513,918",25%,100%
243,VIC,Tập Đoàn Vingroup - CTCP,"3,382,430,590",30%,100%
244,VID,CTCP Đầu Tư Phát Triển Thương Mại Viễn Đông,"30,880,070",50%,100%
245,VIP,CTCP Vận Tải Xăng Dầu Vipco,"65,470,941",45%,100%
246,VJC,CTCP Hàng không Vietjet,"523,838,594",50%,100%
247,VNE,Tổng CTCP Xây Dựng Điện Việt Nam,"81,934,033",80%,100%
248,VNG,CTCP Du Lịch Thành Thành Công,"97,276,608",60%,100%
249,VNM,CTCP Sữa Việt Nam,"2,089,955,445",50%,100%
250,VNS,CTCP Ánh Dương Việt Nam,"67,859,192",40%,100%
251,VPB,Ngân hàng TMCP Việt Nam Thịnh vượng,"2,454,748,366",65%,100%
252,VPG,CTCP Đầu tư Thương mại Xuất nhập khẩu Việt Phát,"39,199,814",45%,100%
253,VPH,CTCP Vạn Phát Hưng,"95,357,800",65%,100%
254,VPI,CTCP Đầu tư Văn Phú - Invest,"199,999,900",40%,100%
255,VPS,CTCP Thuốc sát trùng Việt Nam,"24,460,792",20%,100%
256,VRC,CTCP Bất động sản và Đầu tư VRC,"50,000,000",65%,100%
257,VRE,CTCP Vincom Retail,"2,272,318,410",40%,100%
258,VSC,CTCP Container Việt Nam,"55,122,798",65%,100%
259,VSH,CTCP Thủy Điện Vĩnh Sơn Sông Hinh,"236,241,246",20%,100%
260,VTB,CTCP Viettronics Tân Bình,"10,804,520",40%,100%
261,VTO,CTCP Vận Tải Xăng Dầu Vitaco,"78,866,666",40%,100%
262,YBM,CTCP Khoáng sản Công nghiệp Yên Bái,"14,299,880",45%,100%
