Stt,Symbol,Name,KLLH,Free_Float,Limit
158,KMR,CTCP Mirae,"56,877,807",55%,100%
159,KOS,CTCP Kosy,"216,481,335",30%,100%
160,KPF,CTCP Đầu tư Tài chính Hoàng Minh,"60,867,241",25%,100%
161,KSB,CTCP Khoáng Sản và Xây Dựng Bình Dương,"76,295,802",65%,100%
162,LAF,CTCP Chế Biến Hàng Xuất Khẩu Long An,"14,728,019",20%,100%
163,LBM,CTCP Khoáng Sản và VLXD Lâm Đồng,"10,000,000",35%,100%
164,LCG,CTCP Licogi 16,"172,404,486",90%,100%
165,LDG,CTCP Đầu Tư LDG,"239,447,211",90%,100%
166,LGL,CTCP Đầu Tư và Phát Triển Đô Thị Long Giang,"51,497,100",50%,100%
167,LHG,CTCP Long Hậu,"50,012,010",45%,100%
168,LIX,CTCP Bột Giặt Lix,"32,400,000",50%,100%
169,LM8,CTCP Lilama 18,"9,388,682",55%,100%
170,LPB,Ngân hàng TMCP Bưu điện Liên Việt,"1,468,590,474",85%,100%
171,LSS,CTCP Mía Đường Lam Sơn,"70,000,000",60%,100%
172,MBB,Ngân hàng TMCP Quân Đội,"3,778,321,777",55%,100%
173,MHC,CTCP MHC,"41,406,844",95%,100%
174,MIG,Tổng CTCP Bảo hiểm Quân đội,"143,000,000",35%,100%
175,MSB,Ngân hàng TMCP Hàng Hải Việt Nam,"1,527,500,000",85%,100%
176,MSH,CTCP May Sông hồng,"50,009,400",35%,100%
177,MSN,CTCP Tập Đoàn Masan,"1,416,641,630",40%,100%
178,MWG,CTCP Đầu Tư Thế Giới Di Động,"712,833,495",70%,100%
179,NAF,CTCP Nafoods Group,"50,564,090",20%,100%
180,NBB,CTCP Đầu Tư Năm Bảy Bảy,"100,159,795",55%,100%
181,NCT,CTCP Dịch vụ Hàng hóa Nội Bài,"26,165,732",35%,100%
182,NHA,Tổng Công ty Đầu tư Phát triển nhà và Đô thị Nam Hà Nội,"42,174,825",60%,100%
183,NHH,CTCP Nhựa Hà Nội,"72,880,000",35%,100%
184,NKG,CTCP Thép Nam Kim,"219,398,568",75%,100%
185,NLG,CTCP Đầu tư Nam Long,"382,940,013",55%,100%
186,NNC,CTCP Đá Núi Nhỏ,"21,920,000",40%,100%
187,NSC,CTCP Tập đoàn Giống Cây Trồng Việt Nam,"17,574,516",20%,100%
188,NT2,CTCP Điện lực Dầu khí Nhơn Trạch 2,"287,876,029",30%,100%
189,NTL,CTCP Phát Triển Đô Thị Từ Liêm,"60,989,950",65%,100%
190,NVL,CTCP Tập đoàn Đầu tư Địa ốc No Va,"1,930,421,319",35%,100%
191,NVT,CTCP Bất Động Sản Du Lịch Ninh Vân Bay,"90,500,000",55%,100%
192,OCB,Ngân hàng TMCP Phương Đông,"1,369,882,863",55%,100%
193,OPC,CTCP Dược Phẩm OPC,"26,577,280",30%,100%
194,PAC,CTCP Pin Ắc Quy Miền Nam,"46,471,707",20%,100%
195,PAN,CTCP Tập Đoàn PAN,"208,894,750",70%,100%
196,PC1,CTCP Xây Lắp Điện I,"235,159,649",55%,100%
197,PDR,CTCP Phát Triển Bất Động Sản Phát Đạt,"492,771,916",40%,100%
198,PET,Tổng CTCP Dịch Vụ Tổng Hợp Dầu Khí,"89,837,424",70%,100%
199,PGC,Tổng Công ty Gas Petrolimex-CTCP,"60,339,285",35%,100%
200,PGI,Tổng CTCP Bảo Hiểm Petrolimex,"110,897,216",30%,100%
201,PHC,CTCP Xây dựng Phục Hưng Holding,"50,669,294",80%,100%
202,PHR,CTCP Cao Su Phước Hòa,"135,499,198",35%,100%
203,PIT,CTCP XNK Petrolimex,"14,210,225",35%,100%
204,PJT,CTCP Vận Tải Xăng Dầu Đường Thủy Petrolimex,"23,040,717",30%,100%
205,PLP,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,"59,999,847",70%,100%
206,PLX,Tập đoàn Xăng dầu Việt Nam,"1,270,592,235",10%,100%
207,PNJ,CTCP Vàng Bạc Đá Quý Phú Nhuận,"227,366,563",85%,100%
208,POM,CTCP Thép Pomina,"278,543,546",25%,100%
209,POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,"2,341,871,600",25%,100%
210,PPC,CTCP Nhiệt Điện Phả Lại,"320,613,054",25%,100%
211,PSH,CTCP Thương mại Đầu tư Dầu khí Nam Sông Hậu,"126,150,380",35%,100%
212,PTB,CTCP Phú Tài,"48,599,441",60%,100%
213,PVD,Tổng CTCP Khoan và Dịch Vụ Khoan Dầu Khí,"421,129,789",50%,100%
214,PVT,Tổng CTCP Vận Tải Dầu Khí,"323,651,246",50%,100%
215,QCG,CTCP Quốc Cường Gia Lai,"275,129,141",40%,100%
216,RAL,CTCP Bóng Đèn Phích Nước Rạng Đông,"23,075,000",30%,100%
217,RDP,CTCP Rạng Đông Holding,"49,069,803",50%,100%
218,REE,CTCP Cơ Điện Lạnh,"309,050,926",45%,100%
219,ROS,CTCP Xây dựng FLC Faros,"567,598,121",100%,100%
220,SAB,Tổng CTCP Bia - Rượu - Nước giải khát Sài Gòn,"641,281,186",11%,100%
221,SAM,CTCP SAM HOLDINGS,"365,353,065",100%,100%
222,SAV,CTCP Hợp Tác Kinh Tế và XNK Savimex,"15,624,197",40%,100%
223,SBA,CTCP Sông Ba,"60,285,171",60%,100%
224,SBT,CTCP Thành Thành Công- Biên Hòa,"629,150,895",40%,100%
225,SBV,CTCP Siam Brothers Việt Nam,"27,323,976",35%,100%
226,SCD,CTCP Nước Giải Khát Chương Dương,"8,477,640",35%,100%
227,SCR,CTCP Địa ốc Sài Gòn Thương Tín,"366,356,303",75%,100%
228,SCS,CTCP Dịch vụ Hàng hóa Sài Gòn,"50,745,700",35%,100%
229,SFG,CTCP Phân bón Miền Nam,"47,897,333",30%,100%
230,SFI,CTCP Đại Lý Vận Tải Safi,"14,023,057",35%,100%
231,SGN,CTCP Phục vụ Mặt đất Sài Gòn,"33,533,591",20%,100%
232,SGR,CTCP Địa ốc Sài Gòn,"59,999,989",25%,100%
233,SGT,CTCP Công Nghệ Viễn Thông Sài Gòn,"74,001,604",30%,100%
234,SHA,CTCP Sơn Hà Sài Gòn,"33,446,675",80%,100%
235,SHI,CTCP Quốc Tế Sơn Hà,"149,869,053",60%,100%
236,SJF,CTCP Đầu tư Sao Thái Dương,"79,200,000",90%,100%
237,SJS,CTCP Đầu Tư Phát Triển Đô Thị và KCN Sông Đà,"113,897,480",55%,100%
238,SKG,CTCP Tàu Cao Tốc Superdong - Kiên Giang,"63,331,735",70%,100%
239,SMA,CTCP Thiết Bị Phụ Tùng Sài Gòn,"20,352,836",40%,100%
240,SMB,CTCP Bia Sài Gòn - Miền Trung,"29,846,648",40%,100%
241,SMC,CTCP Đầu Tư Thương Mại SMC,"60,922,941",45%,100%
242,SPM,CTCP S.P.M,"13,770,000",25%,100%
243,SRC,CTCP Cao Su Sao Vàng,"28,063,368",35%,100%
244,SRF,CTCP Kỹ Nghệ Lạnh,"33,786,780",30%,100%
245,SSB,Ngân hàng TMCP Đông nam Á,"1,659,800,000",75%,100%
246,SSI,CTCP Chứng Khoán SSI,"992,764,388",70%,100%
247,ST8,CTCP Siêu Thanh,"25,720,902",11%,100%
248,STB,Ngân hàng TMCP Sài Gòn Thương Tín,"1,885,215,716",95%,100%
249,STK,CTCP Sợi Thế Kỷ,"68,185,294",40%,100%
250,SVD,CTCP Đầu tư & Thương mại Vũ Đăng,"25,800,000",50%,100%
251,SVT,CTCP Công Nghệ Sài Gòn Viễn Đông,"11,579,574",45%,100%
252,SZC,CTCP Sonadezi Châu Đức,"100,000,000",40%,100%
253,SZL,CTCP Sonadezi Long Thành,"18,190,900",35%,100%
254,TCB,Ngân hàng TMCP Kỹ thương Việt Nam,"3,510,914,798",65%,100%
255,TCD,CTCP Đầu tư Phát triển Công nghiệp và Vận tải,"174,418,304",35%,100%
256,TCH,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,"668,215,843",60%,100%
257,TCL,CTCP Đại Lý Giao Nhận Vận Tải Xếp Dỡ Tân Cảng,"30,158,436",50%,100%
258,TCM,CTCP Dệt May Đầu Tư Thương Mại Thành Công,"71,260,358",40%,100%
259,TCO,CTCP Vận Tải Đa Phương Thức Duyên Hải,"18,711,000",55%,100%
260,TCR,CTCP Công Nghệ Gốm Sứ Taicera,"45,425,142",35%,100%
261,TCT,CTCP Cáp Treo Núi Bà Tây Ninh,"12,788,000",45%,100%
262,TDC,CTCP KD VÀ PT Bình Dương,"100,000,000",40%,100%
263,TDG,CTCP Dầu khí Thái Dương,"16,770,000",90%,100%
264,TDM,CTCP Nước Thủ Dầu Một,"100,000,000",75%,100%
265,TDP,CTCP Thuận Đức,"60,210,902",45%,100%
266,TEG,CTCP BĐS và Xây dựng Trường Thành,"65,591,772",55%,100%
267,THG,CTCP Đầu Tư và Xây Dựng Tiền Giang,"15,971,306",75%,100%
268,TIP,CTCP Phát triển Khu Công Nghiệp Tín Nghĩa,"26,003,143",45%,100%
269,TIX,CTCP Sản Xuất Kinh Doanh XNK Dịch Vụ và Đầu tư Tân Bình,"30,000,000",25%,100%
270,TLD,CTCP Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,"42,752,586",90%,100%
271,TLG,CTCP Tập Đoàn Thiên Long,"77,794,453",45%,100%
272,TLH,CTCP Tập Đoàn Thép Tiến Lên,"102,110,621",65%,100%
273,TMS,CTCP Transimex,"105,859,929",12%,100%
274,TMT,CTCP Ôtô TMT,"36,877,980",25%,100%
275,TN1,CTCP Thương mại Dịch vụ TNS Holdings,"34,550,737",25%,100%
276,TNA,CTCP TM XNK Thiên Nam,"49,231,310",50%,100%
277,TNH,CTCP Bệnh viện Quốc tế Thái Nguyên,"51,874,998",75%,100%
278,TNI,CTCP Tập đoàn Thành Nam,"52,500,000",100%,100%
279,TNT,CTCP Tập đoàn TNT,"51,000,000",45%,100%
280,TPB,Ngân hàng TMCP Tiên Phong,"1,581,755,495",55%,100%
281,TRC,CTCP Cao Su Tây Ninh,"29,125,000",30%,100%
282,TSC,CTCP Vật Tư Kỹ Thuật Nông Nghiệp Cần Thơ,"196,864,112",60%,100%
283,TTA,CTCP Đầu tư Xây dựng và Phát triển Trường Thành,"145,799,904",35%,100%
284,TTB,CTCP Tập đoàn Tiến Bộ,"101,509,583",90%,100%
285,TV2,CTCP Tư vấn Xây dựng điện 2,"45,018,690",50%,100%
286,TVB,CTCP Chứng khoán Trí Việt,"224,030,922",45%,100%
287,TVS,CTCP Chứng khoán Thiên Việt,"107,075,121",65%,100%
288,TVT,Tổng Công ty Việt Thắng - CTCP,"21,000,000",40%,100%
289,TYA,CTCP Dây và Cáp Điện Taya Việt Nam,"30,679,646",20%,100%
290,UDC,CTCP Xây Dựng và Phát Triển Đô Thị Tỉnh Bà Rịa Vũng Tàu,"34,706,000",35%,100%
291,UIC,CTCP Đầu Tư Phát Triển Nhà và Đô Thị Idico,"8,000,000",45%,100%
292,VCA,CTCP Thép VICASA - VNSTEEL,"15,187,322",30%,100%
293,VCB,Ngân hàng TMCP Ngoại Thương Việt Nam,"4,732,516,571",11%,100%
294,VCG,Tổng CTCP Xuất nhập khẩu và Xây dựng Việt Nam,"441,710,673",40%,100%
295,VCI,CTCP Chứng khoán Bản Việt,"333,000,000",70%,100%
296,VDS,CTCP Chứng khoán Rồng Việt,"105,104,665",35%,100%
297,VGC,Tổng Công ty Viglacera - CTCP,"448,350,000",11%,100%
298,VHC,CTCP Vĩnh Hoàn,"181,946,026",45%,100%
299,VHM,CTCP Vinhomes,"4,354,367,488",30%,100%
300,VIB,Ngân hàng TMCP Quốc tế Việt Nam,"1,553,142,993",55%,100%
301,VIC,Tập Đoàn Vingroup - CTCP,"3,813,935,561",35%,100%
302,VID,CTCP Đầu Tư Phát Triển Thương Mại Viễn Đông,"35,510,789",50%,100%
303,VIP,CTCP Vận Tải Xăng Dầu Vipco,"68,470,941",45%,100%
304,VIX,CTCP Chứng khoán VIX,"549,190,458",75%,100%
305,VJC,CTCP Hàng không Vietjet,"541,611,334",50%,100%
306,VMD,CTCP Y Dược Phẩm Vimedimex,"15,440,268",20%,100%
307,VND,CTCP Chứng khoán Vndirect,"1,217,844,803",75%,100%
308,VNE,Tổng CTCP Xây Dựng Điện Việt Nam,"81,934,033",70%,100%
309,VNG,CTCP Du Lịch Thành Thành Công,"97,276,608",25%,100%
310,VNL,CTCP Logistics Vinalink,"9,000,000",85%,100%
311,VNM,CTCP Sữa Việt Nam,"2,089,955,445",40%,100%
312,VPB,Ngân hàng TMCP Việt Nam Thịnh vượng,"4,445,473,387",70%,100%
313,VPD,CTCP Phát triển Điện lực Việt Nam,"106,589,629",35%,100%
314,VPG,CTCP Đầu tư Thương mại Xuất nhập khẩu Việt Phát,"72,907,928",60%,100%
315,VPH,CTCP Vạn Phát Hưng,"95,357,800",60%,100%
316,VPI,CTCP Đầu tư Văn Phú - Invest,"219,999,780",45%,100%
317,VPS,CTCP Thuốc sát trùng Việt Nam,"24,460,792",20%,100%
318,VRC,CTCP Bất động sản và Đầu tư VRC,"50,000,000",70%,100%
319,VRE,CTCP Vincom Retail,"2,272,318,410",40%,100%
320,VSC,CTCP Container Việt Nam,"110,245,596",70%,100%
321,VSH,CTCP Thủy Điện Vĩnh Sơn Sông Hinh,"236,241,246",20%,100%
322,VTB,CTCP Viettronics Tân Bình,"10,804,520",45%,100%
323,VTO,CTCP Vận Tải Xăng Dầu Vitaco,"79,866,666",45%,100%
324,YBM,CTCP Khoáng sản Công nghiệp Yên Bái,"14,299,880",40%,100%
