Stt,Symbol,Name,KLLH,Free_Float,Limit
32,C32,CTCP CIC39,"15,030,145",90%,100%
33,C47,CTCP Xây Dựng 47,"33,039,061",70%,100%
34,CCL,CTCP Đầu Tư và Phát Triển Đô Thị Dầu Khí Cửu Long,"53,199,579",65%,100%
35,CDC,CTCP Chương Dương,"21,988,716",60%,100%
36,CIG,CTCP Coma 18,"31,539,947",50%,100%
37,CII,CTCP Đầu Tư Hạ Tầng Kỹ Thuật TP.HCM,"284,019,513",90%,100%
38,CKG,CTCP Tập đoàn Tư vấn Đầu tư Xây dựng Kiên Giang,"95,259,361",85%,100%
39,CLL,CTCP Cảng Cát Lái,"34,000,000",45%,100%
40,CMG,CTCP Tập Đoàn Công Nghệ CMC,"150,596,032",40%,100%
41,CMV,CTCP Thương Nghiệp Cà Mau,"18,155,868",25%,100%
42,CMX,CTCP Camimex Group,"101,898,990",40%,100%
43,CNG,CTCP CNG Việt Nam,"35,099,574",45%,100%
44,CRC,CTCP Create Capital Việt Nam,"30,000,000",70%,100%
45,CRE,CTCP Bất động sản Thế Kỷ,"463,678,426",35%,100%
46,CSV,CTCP Hóa chất Cơ bản miền Nam,"44,200,000",35%,100%
47,CTD,CTCP Xây Dựng Coteccons,"74,414,258",55%,100%
48,CTF,CTCP City Auto,"76,017,542",60%,100%
49,CTG,Ngân Hàng TMCP Công Thương Việt Nam,"4,805,750,609",15%,100%
50,CTI,CTCP Đầu Tư Phát Triển Cường Thuận Idico,"54,799,997",90%,100%
51,CTR,Tổng CTCP Công trình Viettel,"114,385,879",35%,100%
52,CTS,CTCP Chứng khoán Ngân hàng Công thương Việt Nam,"148,701,349",25%,100%
53,D2D,CTCP Phát Triển Đô Thị Công Nghiệp Số 2,"30,259,742",45%,100%
54,DAG,CTCP Tập Đoàn Nhựa Đông Á,"59,562,128",65%,100%
55,DAH,CTCP Tập đoàn Khách sạn Đông Á,"84,200,000",90%,100%
56,DBC,CTCP Tập đoàn DABACO Việt Nam,"242,001,859",70%,100%
57,DBD,CTCP Dược - Trang thiết bị Y tế Bình Định,"74,843,474",80%,100%
58,DBT,CTCP Dược phẩm Bến Tre,"15,625,477",75%,100%
59,DC4,CTCP Xây dựng Dic Holdings,"52,499,723",25%,100%
60,DCL,CTCP Dược Phẩm Cửu Long,"73,041,030",45%,100%
61,DCM,CTCP Phân bón Dầu khí Cà Mau,"529,400,000",25%,100%
62,DGC,CTCP Tập đoàn Hóa chất Đức Giang,"379,778,413",60%,100%
63,DGW,CTCP Thế Giới Số,"163,072,974",55%,100%
64,DHA,CTCP Hóa An,"14,726,073",60%,100%
65,DHC,CTCP Đông hải Bến Tre,"80,493,048",65%,100%
66,DHM,CTCP TM và Khai thác Khoáng sản Dương Hiếu,"31,396,180",80%,100%
67,DIG,Tổng CTCP Đầu Tư Phát Triển Xây Dựng,"609,851,995",80%,100%
68,DLG,CTCP Tập Đoàn Đức Long Gia Lai,"299,309,720",75%,100%
69,DMC,CTCP XNK Y Tế Domesco,"34,727,465",14%,100%
70,DPG,CTCP Tập đoàn Đạt Phương,"62,999,554",55%,100%
71,DPM,Tổng Công ty Phân Bón và Hóa Chất Dầu Khí - CTCP,"391,334,260",45%,100%
72,DPR,CTCP Cao Su Đồng Phú,"43,442,966",45%,100%
73,DQC,CTCP Bóng đèn Điện Quang,"27,558,066",45%,100%
74,DRC,CTCP Cao Su Đà Nẵng,"118,792,605",50%,100%
75,DRH,CTCP DRH Holdings,"123,707,866",95%,100%
76,DSN,CTCP Công Viên Nước Đầm Sen,"12,083,009",60%,100%
77,DTA,CTCP Đệ Tam,"18,059,832",60%,100%
78,DVP,CTCP Đầu Tư và Phát Triển Cảng Đình Vũ,"40,000,000",30%,100%
79,DXG,CTCP Tập đoàn Đất Xanh,"610,031,516",80%,100%
80,DXS,CTCP Dịch vụ Bất động sản Đất Xanh,"453,122,377",45%,100%
81,DXV,CTCP Vicem VLXD Đà Nẵng,"9,900,000",35%,100%
82,EIB,Ngân hàng TMCP XNK Việt Nam,"1,475,314,859",90%,100%
83,ELC,CTCP Công nghệ - Viễn thông ELCOM,"58,778,843",65%,100%
84,EVE,CTCP Everpia,"41,979,773",75%,100%
85,EVF,Công ty Tài chính Cổ phần Điện lực,"351,064,031",100%,100%
86,EVG,CTCP Tập đoàn Everland,"215,249,836",55%,100%
87,FCM,CTCP Khoáng sản FECON,"45,099,969",50%,100%
88,FCN,CTCP Fecon,"157,439,005",65%,100%
89,FIR,CTCP Địa ốc First Real,"64,245,432",75%,100%
90,FIT,CTCP Tập đoàn F.I.T,"339,933,034",70%,100%
91,FMC,CTCP Thực Phẩm Sao Ta,"65,388,889",20%,100%
92,FPT,CTCP FPT,"1,269,981,365",85%,100%
93,FRT,CTCP Bán lẻ Kỹ thuật số FPT,"136,242,389",55%,100%
94,FTS,CTCP Chứng khoán FPT,"214,564,987",55%,100%
95,GAS,Tổng Công ty Khí Việt Nam - CTCP,"1,913,950,000",5%,100%
96,GDT,CTCP Chế Biến Gỗ Đức Thành,"21,167,382",50%,100%
97,GEG,CTCP Điện Gia Lai,"341,253,116",25%,100%
98,GEX,CTCP Tập đoàn GELEX,"851,495,793",70%,100%
99,GIL,CTCP SXKD XNK Bình Thạnh,"69,999,286",60%,100%
100,GMC,CTCP Garmex Sài Gòn,"32,950,999",40%,100%
101,GMD,CTCP Gemadept,"301,377,957",90%,100%
102,GMH,CTCP Minh Hưng Quảng Trị,"16,500,000",55%,100%
103,GSP,CTCP Vận Tải Sản Phẩm Khí Quốc Tế,"55,799,445",35%,100%
104,GVR,Tập đoàn Công nghiệp Cao su Việt Nam - CTCP,"4,000,000,000",4%,100%
105,HAG,CTCP Hoàng Anh Gia Lai,"927,399,283",70%,100%
106,HAH,CTCP Vận tải và Xếp dỡ Hải An,"70,344,667",70%,100%
107,HAP,CTCP Tập Đoàn Hapaco,"110,942,302",75%,100%
108,HAR,CTCP Đầu tư Thương Mại Bất Động Sản An Dương Thảo Điền,"95,684,090",70%,100%
109,HAX,CTCP Dịch Vụ Ôtô Hàng Xanh,"89,927,565",60%,100%
110,HCD,CTCP Đầu tư Sản xuất và Thương mại HCD,"31,589,802",65%,100%
111,HCM,CTCP Chứng khoán TPHCM,"457,211,949",50%,100%
112,HDB,Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh,"2,515,261,400",70%,100%
113,HDC,CTCP Phát Triển Nhà Bà Rịa Vũng Tàu,"135,104,881",80%,100%
114,HDG,CTCP Tập Đoàn Hà Đô,"305,757,372",45%,100%
115,HHP,CTCP Giấy Hoàng Hà Hải Phòng,"62,023,810",35%,100%
116,HHS,CTCP Đầu Tư Dịch Vụ Hoàng Huy,"347,164,005",50%,100%
117,HHV,CTCP Đầu tư Hạ tầng Giao thông Đèo Cả,"329,350,351",80%,100%
118,HID,CTCP Halcom Việt Nam,"76,759,391",50%,100%
119,HII,CTCP An Tiến Industries,"73,663,016",50%,100%
120,HMC,CTCP Kim Khí TPHCM - VNSTEEL,"27,299,999",40%,100%
121,HPG,CTCP Tập đoàn Hòa Phát,"5,814,785,700",55%,100%
122,HQC,CTCP TV-TM-DV Địa Ốc Hoàng Quân,"476,599,274",100%,100%
123,HSG,CTCP Tập Đoàn Hoa Sen,"615,996,635",85%,100%
124,HSL,CTCP Đầu tư Phát triển Thực phẩm Hồng Hà,"35,383,508",75%,100%
125,HT1,CTCP Xi Măng Vicem Hà Tiên,"381,589,911",25%,100%
126,HTI,CTCP Đầu Tư Phát Triển Hạ Tầng Idico,"24,949,200",40%,100%
127,HTN,CTCP Hưng Thịnh Incons,"89,116,411",30%,100%
128,HTV,CTCP Logistics Vicem,"13,104,000",30%,100%
129,HUB,CTCP Xây lắp Thừa Thiên Huế,"22,868,395",55%,100%
130,HVH,CTCP Đầu tư và công nghệ HVC,"40,644,994",50%,100%
131,HVX,CTCP Xi Măng Vicem Hải Vân,"41,525,250",25%,100%
132,IDI,CTCP Đầu Tư và Phát Triển Đa Quốc Gia I.D.I,"227,644,608",45%,100%
133,IJC,CTCP Phát Triển Hạ Tầng kỹ Thuật,"251,832,509",55%,100%
134,ILB,CTCP ICD Tân Cảng - Long Bình,"24,502,245",35%,100%
135,IMP,CTCP Dược phẩm Imexpharm,"66,671,570",11%,100%
136,ITC,CTCP Đầu Tư Kinh Doanh Nhà,"95,935,049",55%,100%
137,ITD,CTCP Công Nghệ Tiên Phong,"24,461,403",70%,100%
138,KBC,Tổng Công ty Phát Triển Đô Thị Kinh Bắc -CTCP,"767,604,759",75%,100%
139,KDC,CTCP Tập Đòan KIDO,"257,224,010",60%,100%
140,KDH,CTCP Đầu Tư và Kinh Doanh Nhà Khang Điền,"716,829,995",65%,100%
141,KHG,CTCP Tập đoàn Khải Hoàn Land,"449,435,205",45%,100%
142,KHP,CTCP Điện Lực Khánh Hòa,"58,905,967",50%,100%
143,KMR,CTCP Mirae,"56,877,807",55%,100%
144,KOS,CTCP Kosy,"216,481,335",40%,100%
145,KPF,CTCP Đầu tư Tài sản Koji,"60,867,241",60%,100%
146,KSB,CTCP Khoáng Sản và Xây Dựng Bình Dương,"76,295,802",65%,100%
147,LBM,CTCP Khoáng Sản và VLXD Lâm Đồng,"20,000,000",35%,100%
148,LCG,CTCP Lizen,"189,640,832",95%,100%
149,LGL,CTCP Đầu Tư và Phát Triển Đô Thị Long Giang,"51,497,100",55%,100%
150,LPB,Ngân hàng TMCP Bưu điện Liên Việt,"1,729,105,369",90%,100%
151,LSS,CTCP Mía Đường Lam Sơn,"74,547,993",60%,100%
152,MBB,Ngân hàng TMCP Quân Đội,"5,214,084,052",55%,100%
153,MHC,CTCP MHC,"41,406,844",80%,100%
154,MIG,Tổng CTCP Bảo hiểm Quân đội,"164,450,000",35%,100%
155,MSB,Ngân hàng TMCP Hàng Hải Việt Nam,"2,000,000,000",90%,100%
156,MSH,CTCP May Sông hồng,"75,014,100",35%,100%
157,MSN,CTCP Tập đoàn Masan,"1,423,724,783",45%,100%
158,MWG,CTCP Đầu tư Thế Giới Di Động,"1,463,010,594",75%,100%
159,NAF,CTCP Nafoods Group,"50,564,090",25%,100%
160,NBB,CTCP Đầu Tư Năm Bảy Bảy,"100,159,795",45%,100%
161,NCT,CTCP Dịch vụ Hàng hóa Nội Bài,"26,165,732",35%,100%
162,NHA,Tổng Công ty Đầu tư Phát triển nhà và Đô thị Nam Hà Nội,"42,174,520",60%,100%
163,NHH,CTCP Nhựa Hà Nội,"72,880,000",25%,100%
164,NHT,CTCP Sản xuất và Thương mại Nam Hoa,"24,003,698",35%,100%
165,NKG,CTCP Thép Nam Kim,"263,277,806",75%,100%
166,NLG,CTCP Đầu tư Nam Long,"384,080,300",65%,100%
167,NNC,CTCP Đá Núi Nhỏ,"21,920,000",30%,100%
168,NO1,CTCP Tập đoàn 911,"24,000,000",65%,100%
169,NSC,CTCP Tập đoàn Giống Cây Trồng Việt Nam,"17,574,516",20%,100%
170,NT2,CTCP Điện lực Dầu khí Nhơn Trạch 2,"287,876,029",30%,100%
171,NTL,CTCP Phát Triển Đô Thị Từ Liêm,"60,989,950",75%,100%
172,OCB,Ngân hàng TMCP Phương Đông,"1,369,882,863",55%,100%
173,OPC,CTCP Dược Phẩm OPC,"64,050,892",55%,100%
174,ORS,CTCP Chứng khoán Tiên Phong,"200,000,000",90%,100%
175,PAN,CTCP Tập đoàn PAN,"208,894,750",65%,100%
176,PC1,CTCP Tập đoàn PC1,"270,433,002",60%,100%
177,PDR,CTCP Phát Triển Bất Động Sản Phát Đạt,"671,646,219",50%,100%
178,PET,Tổng CTCP Dịch Vụ Tổng Hợp Dầu Khí,"98,819,297",65%,100%
179,PGC,Tổng Công ty Gas Petrolimex - CTCP,"60,339,285",50%,100%
180,PHC,CTCP Xây dựng Phục Hưng Holding,"50,681,927",80%,100%
181,PHR,CTCP Cao Su Phước Hòa,"135,499,198",35%,100%
182,PIT,CTCP XNK Petrolimex,"14,210,225",35%,100%
183,PLP,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,"69,999,847",65%,100%
184,PLX,Tập đoàn Xăng dầu Việt Nam,"1,270,592,235",10%,100%
185,PNJ,CTCP Vàng Bạc Đá Quý Phú Nhuận,"327,999,629",85%,100%
186,POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,"2,341,871,600",25%,100%
187,PPC,CTCP Nhiệt Điện Phả Lại,"320,613,054",25%,100%
188,PSH,CTCP Thương mại Đầu tư Dầu khí Nam Sông Hậu,"126,169,780",35%,100%
189,PTB,CTCP  Phú Tài,"66,938,403",60%,100%
190,PTC,CTCP Đầu tư ICapital,"32,191,624",80%,100%
191,PTL,CTCP VICTORY CAPITAL,"98,865,080",40%,100%
192,PVD,Tổng CTCP Khoan và Dịch Vụ Khoan Dầu Khí,"555,880,006",45%,100%
193,PVT,Tổng CTCP Vận Tải Dầu Khí,"323,651,246",50%,100%
194,QCG,CTCP Quốc Cường Gia Lai,"275,129,141",40%,100%
195,RAL,CTCP Bóng Đèn Phích Nước Rạng Đông,"22,947,419",30%,100%
196,RDP,CTCP Rạng Đông Holding,"49,069,803",50%,100%
197,REE,CTCP Cơ Điện Lạnh,"408,706,345",40%,100%
198,SAB,Tổng CTCP Bia - Rượu - Nước giải khát Sài Gòn,"641,281,186",11%,100%
199,SAM,CTCP SAM HOLDINGS,"379,960,971",100%,100%
200,SAV,CTCP Hợp Tác Kinh Tế và XNK Savimex,"17,967,405",60%,100%
201,SBT,CTCP Thành Thành Công- Biên Hòa,"740,500,993",45%,100%
202,SBV,CTCP Siam Brothers Việt Nam,"27,323,976",35%,100%
203,SCR,CTCP Địa ốc Sài Gòn Thương Tín,"395,661,775",75%,100%
204,SCS,CTCP Dịch vụ Hàng hóa Sài Gòn,"94,379,182",40%,100%
205,SFI,CTCP Đại Lý Vận Tải Safi,"22,086,034",30%,100%
206,SGN,CTCP Phục vụ Mặt đất Sài Gòn,"33,533,591",20%,100%
207,SGR,CTCP Tổng Công ty cổ phần Địa ốc Sài Gòn,"59,999,989",25%,100%
208,SHA,CTCP Sơn Hà Sài Gòn,"33,446,675",80%,100%
209,SHB,Ngân hàng TMCP Sài Gòn - Hà Nội,"3,066,887,010",80%,100%
210,SHI,CTCP Quốc Tế Sơn Hà,"161,857,589",65%,100%
211,SJF,CTCP Đầu tư Sao Thái Dương,"79,200,000",85%,100%
212,SJS,CTCP Đầu Tư Phát Triển Đô Thị và KCN Sông Đà,"113,897,480",60%,100%
213,SKG,CTCP Tàu Cao Tốc Superdong - Kiên Giang,"63,331,735",70%,100%
214,SMB,CTCP Bia Sài Gòn - Miền Trung,"29,846,648",45%,100%
215,SMC,CTCP Đầu Tư Thương Mại SMC,"73,606,837",45%,100%
216,SSB,Ngân hàng TMCP Đông Nam Á,"2,453,700,000",60%,100%
217,SSI,CTCP Chứng khoán SSI,"1,499,138,669",70%,100%
218,ST8,CTCP Siêu Thanh,"25,720,902",85%,100%
219,STB,Ngân hàng TMCP Sài Gòn Thương Tín,"1,885,215,716",100%,100%
220,STK,CTCP Sợi Thế Kỷ,"94,095,501",45%,100%
221,SVD,CTCP Đầu tư & Thương mại Vũ Đăng,"27,605,908",80%,100%
222,SVT,CTCP Công Nghệ Sài Gòn Viễn Đông,"15,053,369",50%,100%
223,SZC,CTCP Sonadezi Châu Đức,"120,000,000",45%,100%
224,TCB,Ngân hàng TMCP Kỹ Thương Việt Nam,"3,517,238,514",65%,100%
225,TCD,CTCP Đầu tư Phát triển Công nghiệp và Vận tải,"282,680,804",50%,100%
226,TCH,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,"668,215,843",60%,100%
227,TCL,CTCP Đại Lý Giao Nhận Vận Tải Xếp Dỡ Tân Cảng,"30,158,436",50%,100%
228,TCM,CTCP Dệt May Đầu Tư Thương Mại Thành Công,"81,946,677",40%,100%
229,TCO,CTCP Vận Tải Đa Phương Thức Duyên Hải,"18,711,000",75%,100%
230,TCR,CTCP Công Nghệ Gốm Sứ Taicera,"45,425,142",30%,100%
231,TCT,CTCP Cáp Treo Núi Bà Tây Ninh,"12,788,000",45%,100%
232,TDC,CTCP KD VÀ PT Bình Dương,"100,000,000",40%,100%
233,TDG,CTCP Đầu Tư TDG GLOBAL,"18,446,831",80%,100%
234,TDM,CTCP Nước Thủ Dầu Một,"100,000,000",70%,100%
235,TDP,CTCP Thuận Đức,"75,528,252",60%,100%
236,TEG,CTCP Năng lượng và Bất động sản Trường Thành,"72,806,866",45%,100%
237,THG,CTCP Đầu Tư và Xây Dựng Tiền Giang,"22,957,896",80%,100%
238,TIP,CTCP Phát triển Khu Công Nghiệp Tín Nghĩa,"65,007,857",45%,100%
239,TLD,CTCP Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,"74,752,586",45%,100%
240,TLG,CTCP Tập Đoàn Thiên Long,"77,794,453",45%,100%
241,TLH,CTCP Tập Đoàn Thép Tiến Lên,"112,321,683",65%,100%
242,TMS,CTCP Transimex,"121,738,226",11%,100%
243,TMT,CTCP Ôtô TMT,"36,877,980",30%,100%
244,TNA,CTCP TM XNK Thiên Nam,"49,231,310",50%,100%
245,TNH,CTCP Bệnh viện Quốc tế Thái Nguyên,"95,874,610",80%,100%
246,TNI,CTCP Tập đoàn Thành Nam,"52,500,000",100%,100%
247,TNT,CTCP Tập đoàn TNT,"51,000,000",60%,100%
248,TPB,Ngân hàng TMCP Tiên Phong,"2,201,635,009",60%,100%
249,TRC,CTCP Cao Su Tây Ninh,"29,125,000",30%,100%
250,TSC,CTCP Vật Tư Kỹ Thuật Nông Nghiệp Cần Thơ,"196,858,925",60%,100%
251,TTA,CTCP Đầu tư Xây dựng và Phát triển Trường Thành,"170,059,971",35%,100%
252,TTF,CTCP Tập Đoàn Kỹ Nghệ Gỗ Trường Thành,"393,532,487",80%,100%
253,TV2,CTCP Tư vấn Xây dựng điện 2,"67,526,165",50%,100%
254,TVS,CTCP Chứng khoán Thiên Việt,"151,316,805",70%,100%
255,TYA,CTCP Dây và Cáp Điện Taya Việt Nam,"30,680,582",20%,100%
256,VCA,CTCP Thép VICASA - VNSTEEL,"15,187,322",30%,100%
257,VCB,Ngân hàng TMCP Ngoại Thương Việt Nam,"4,732,516,571",11%,100%
258,VCG,Tổng CTCP Xuất nhập khẩu và Xây dựng Việt Nam,"534,467,865",50%,100%
259,VCI,CTCP Chứng khoán Vietcap,"437,500,000",70%,100%
260,VDS,CTCP Chứng khoán Rồng Việt,"210,000,000",35%,100%
261,VGC,Tổng Công ty Viglacera - CTCP,"448,350,000",12%,100%
262,VHC,CTCP Vĩnh Hoàn,"183,376,956",50%,100%
263,VHM,CTCP Vinhomes,"4,354,367,488",25%,100%
264,VIB,Ngân hàng TMCP Quốc tế Việt Nam,"2,529,207,534",50%,100%
265,VIC,Tập Đoàn Vingroup - CTCP,"3,813,935,561",30%,100%
266,VID,CTCP Đầu Tư Phát Triển Thương Mại Viễn Đông,"40,836,069",50%,100%
267,VIP,CTCP Vận Tải Xăng Dầu Vipco,"68,470,941",45%,100%
268,VIX,CTCP Chứng khoán VIX,"669,444,725",100%,100%
269,VJC,CTCP Hàng không Vietjet,"541,611,334",50%,100%
270,VMD,CTCP Y Dược Phẩm Vimedimex,"15,440,268",25%,100%
271,VND,CTCP Chứng khoán Vndirect,"1,217,844,009",75%,100%
272,VNE,Tổng CTCP Xây Dựng Điện Việt Nam,"81,934,033",60%,100%
273,VNG,CTCP Du Lịch Thành Thành Công,"97,276,608",25%,100%
274,VNL,CTCP Logistics Vinalink,"9,427,000",85%,100%
275,VNM,CTCP Sữa Việt Nam,"2,089,955,445",40%,100%
276,VNS,CTCP Ánh Dương Việt Nam,"67,859,192",40%,100%
277,VOS,CTCP Vận Tải Biển Việt Nam,"140,000,000",50%,100%
278,VPB,Ngân hàng TMCP Việt Nam Thịnh Vượng,"6,713,204,001",70%,100%
279,VPD,CTCP Phát triển Điện lực Việt Nam,"106,589,629",30%,100%
280,VPG,CTCP Đầu tư Thương mại Xuất nhập khẩu Việt Phát,"84,208,252",70%,100%
281,VPH,CTCP Vạn Phát Hưng,"95,357,800",60%,100%
282,VPI,CTCP Đầu tư Văn Phú - Invest,"241,999,617",45%,100%
283,VRC,CTCP Bất động sản và Đầu tư VRC,"50,000,000",65%,100%
284,VRE,CTCP Vincom Retail,"2,272,318,410",40%,100%
285,VSC,CTCP Container Việt Nam,"121,269,397",95%,100%
286,VSH,CTCP Thủy Điện Vĩnh Sơn Sông Hinh,"236,241,246",20%,100%
287,VTO,CTCP Vận Tải Xăng Dầu Vitaco,"79,866,666",50%,100%
288,YBM,CTCP Khoáng sản Công nghiệp Yên Bái,"14,299,880",45%,100%
289,YEG,CTCP Tập đoàn Yeah1,"31,279,968",100%,100%
