Stt,Symbol,Name,KLLH,Free_Float,Limit
69,DGC,CTCP Tập đoàn hóa chất Đức Giang,"371,241,200",60%,100%
70,DGW,CTCP Thế Giới Số,"163,075,474",55%,100%
71,DHA,CTCP Hóa An,"14,726,073",70%,100%
72,DHC,CTCP Đông Hải Bến Tre,"69,994,423",70%,100%
73,DHM,CTCP Thương mại & Khai thác Khoáng sản Dương Hiếu,"31,396,180",80%,100%
74,DIG,Tổng CTCP Đầu tư Phát triển Xây dựng,"609,851,995",60%,100%
75,DMC,CTCP Xuất nhập khẩu Y tế DOMESCO,"34,727,465",14%,100%
76,DPG,CTCP Đạt Phương,"62,999,554",55%,100%
77,DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí - CTCP,"391,334,260",45%,100%
78,DPR,CTCP Cao su Đồng Phú,"43,000,000",45%,100%
79,DQC,CTCP Bóng đèn Điện Quang,"27,558,066",45%,100%
80,DRC,CTCP Cao su Đà Nẵng,"118,792,605",50%,100%
81,DRH,CTCP DRH Holdings,"123,707,866",95%,100%
82,DSN,CTCP Công viên nước Đầm Sen,"12,083,009",55%,100%
83,DTA,CTCP Đệ Tam,"18,059,832",60%,100%
84,DVP,CTCP Đầu tư và Phát triển Cảng Đình Vũ,"40,000,000",30%,100%
85,DXG,CTCP Tập đoàn Đất Xanh,"607,529,390",80%,100%
86,DXS,CTCP Dịch vụ bất động sản Đất Xanh,"453,123,124",40%,100%
87,DXV,CTCP Vicem Vật liệu Xây dựng Đà Nẵng,"9,900,000",35%,100%
88,EIB,Ngân hàng TMCP Xuất Nhập khẩu Việt Nam,"1,229,432,904",75%,100%
89,ELC,CTCP Đầu tư Phát triển Công nghệ Điện tử - Viễn thông,"69,771,692",60%,100%
90,EVE,CTCP Everpia,"41,091,589",75%,100%
91,EVG,CTCP Đầu tư EVERLAND,"215,249,836",35%,100%
92,FCM,CTCP Khoáng sản FECON,"45,099,969",50%,100%
93,FCN,CTCP Fecon,"157,439,005",65%,100%
94,FDC,CTCP Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,"38,623,488",80%,100%
95,FIR,CTCP Địa ốc FIRST REAL,"44,615,015",65%,100%
96,FIT,CTCP Tập đoàn F.I.T,"339,933,034",60%,100%
97,FMC,CTCP Thực phẩm Sao Ta,"65,388,889",20%,100%
98,FPT,CTCP FPT,"1,097,026,572",85%,100%
99,FRT,CTCP Bán lẻ kỹ thuật số FPT,"118,472,535",55%,100%
100,FTS,CTCP Chứng khoán FPT,"191,837,485",55%,100%
101,GAS,Tổng Công ty Khí Việt Nam - CTCP,"1,913,950,000",5%,100%
102,GDT,CTCP Chế biến Gỗ Đức Thành,"19,365,036",50%,100%
103,GEG,CTCP Điện Gia Lai,"321,936,902",30%,100%
104,GEX,CTCP Tập đoàn GELEX,"851,495,793",60%,100%
105,GIL,CTCP Sản xuất Kinh doanh Xuất nhập khẩu Bình Thạnh,"68,999,286",55%,100%
106,GMD,CTCP Gemadept,"301,377,957",90%,100%
107,GSP,CTCP Vận tải Sản phẩm Khí Quốc tế,"55,799,445",35%,100%
108,GTA,CTCP Chế biến Gỗ Thuận An,"9,830,000",30%,100%
109,GVR,Tập đoàn Công nghiệp Cao su Việt Nam - CTCP,"4,000,000,000",4%,100%
110,HAH,CTCP Vận tải và Xếp dỡ Hải An,"68,295,817",85%,100%
111,HAP,CTCP Tập đoàn HAPACO,"110,942,302",80%,100%
112,HAR,CTCP Đầu tư Thương mại Bất động sản An Dương Thảo Điền,"95,684,090",65%,100%
113,HAS,CTCP HACISCO,"7,800,000",35%,100%
114,HAX,CTCP Dịch vụ Ô tô Hàng Xanh,"56,943,434",65%,100%
115,HBC,CTCP Tập đoàn xây dựng Hòa Bình,"262,841,770",70%,100%
116,HCD,CTCP Đầu tư sản xuất và Thương mại HCD,"31,589,802",70%,100%
117,HCM,CTCP Chứng khoán Thành phố Hồ Chí Minh,"457,211,949",50%,100%
118,HDB,Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh,"2,515,261,400",70%,100%
119,HDC,CTCP Phát triển nhà Bà Rịa – Vũng Tàu,"108,085,693",80%,100%
120,HDG,CTCP Tập đoàn Hà Đô,"244,605,898",45%,100%
121,HHP,CTCP Giấy Hoàng Hà Hải Phòng,"30,069,824",50%,100%
122,HHS,CTCP Đầu tư Dịch vụ Hoàng Huy,"321,448,153",50%,100%
123,HID,CTCP HALCOM VIỆT NAM,"76,759,391",50%,100%
124,HII,CTCP An Tiến Industries,"73,663,016",45%,100%
125,HMC,CTCP Kim khí Thành phố Hồ Chí Minh - Vnsteel,"27,299,999",45%,100%
126,HNG,CTCP Nông nghiệp Quốc tế Hoàng Anh Gia Lai,"1,108,553,895",60%,100%
127,HPG,CTCP Tập đoàn Hòa Phát,"5,814,785,700",55%,100%
128,HPX,CTCP Đầu tư Hải Phát,"304,168,581",55%,100%
129,HQC,CTCP Tư vấn – Thương mại – Dịch vụ Địa ốc Hoàng Quân,"476,599,274",90%,100%
130,HSG,CTCP Tập đoàn Hoa Sen,"598,054,986",80%,100%
131,HSL,CTCP Đầu tư Phát triển Thực phẩm Hồng Hà,"35,383,508",50%,100%
132,HT1,CTCP Xi măng Vicem Hà Tiên,"381,589,911",20%,100%
133,HTI,CTCP Đầu tư Phát triển Hạ tầng IDICO,"24,949,200",45%,100%
134,HTL,CTCP Kỹ thuật và Ô tô Trường Long,"12,000,000",13%,100%
135,HTN,CTCP Hưng Thịnh INCONS,"89,116,411",30%,100%
136,HTV,CTCP Logistics Vicem,"13,104,000",30%,100%
137,HUB,CTCP Xây lắp Thừa Thiên Huế,"19,057,316",55%,100%
138,HVH,CTCP Đầu tư và Công nghệ HVC,"36,949,995",55%,100%
139,HVX,CTCP Xi măng Vicem Hải Vân,"41,525,250",30%,100%
140,IBC,CTCP Đầu tư APAX HOLDINGS,"83,150,661",35%,100%
141,ICT,CTCP Viễn thông - Tin học bưu điện,"32,185,000",60%,100%
142,IDI,CTCP Đầu tư và Phát triển Đa Quốc Gia I.D.I,"227,644,608",45%,100%
143,IJC,CTCP Phát triển Hạ tầng Kỹ thuật,"217,097,323",50%,100%
144,ILB,CTCP ICD Tân Cảng - Long Bình,"24,502,245",40%,100%
145,IMP,CTCP Dược phẩm Imexpharm,"66,671,570",11%,100%
146,ITA,CTCP Đầu tư và Công nghiệp Tân Tạo,"938,321,575",65%,100%
147,ITC,CTCP Đầu tư - Kinh doanh Nhà,"95,935,473",60%,100%
148,ITD,CTCP Công nghệ Tiên Phong,"21,271,466",85%,100%
149,KBC,Tổng Công ty Phát triển Đô Thị Kinh Bắc – CTCP,"767,604,759",60%,100%
150,KDC,CTCP Tập đoàn Kido,"257,224,010",55%,100%
151,KDH,CTCP Đầu tư và Kinh doanh Nhà Khang Điền,"716,829,995",65%,100%
152,KHG,CTCP Bất động sản Khải Hoàn Land,"443,156,205",35%,100%
153,KHP,CTCP Điện lực Khánh Hòa,"58,905,967",50%,100%
154,KMR,CTCP MIRAE,"56,877,807",55%,100%
155,KOS,CTCP Kosy,"216,481,335",30%,100%
156,KPF,CTCP Đầu tư Tài chính Hoàng Minh,"60,867,241",85%,100%
157,KSB,CTCP Khoáng sản và Xây dựng Bình Dương,"76,295,802",65%,100%
158,LAF,CTCP Chế biến Hàng xuất khẩu Long An,"14,728,019",20%,100%
159,LBM,CTCP Khoáng sản và Vật liệu Xây dựng Lâm Đồng,"20,000,000",35%,100%
160,LCG,CTCP LIZEN,"189,640,832",90%,100%
161,LDG,CTCP Đầu tư LDG,"239,447,211",90%,100%
162,LGL,CTCP Đầu tư và Phát triển Đô thị Long Giang,"51,497,100",50%,100%
163,LIX,CTCP Bột giặt LIX,"32,400,000",50%,100%
164,LM8,CTCP Lilama 18,"9,388,682",55%,100%
165,LPB,Ngân hàng TMCP Bưu điện Liên Việt,"1,503,585,993",85%,100%
166,LSS,CTCP Mía đường Lam Sơn,"70,000,000",60%,100%
167,MBB,Ngân hàng TMCP Quân Đội,"4,533,986,133",55%,100%
168,MDG,CTCP Miền Đông,"10,324,781",25%,100%
169,MHC,CTCP MHC,"41,406,844",80%,100%
170,MIG,Tổng CTCP Bảo hiểm Quân Đội,"164,450,000",35%,100%
171,MSB,Ngân hàng TMCP Hàng Hải Việt Nam,"1,985,750,000",90%,100%
172,MSH,CTCP May Sông Hồng,"75,014,100",35%,100%
173,MSN,CTCP Tập đoàn MaSan,"1,423,724,783",45%,100%
174,MWG,CTCP Đầu tư Thế Giới Di Động,"1,463,551,859",75%,100%
175,NAF,CTCP NAFOODS GROUP,"50,564,090",20%,100%
176,NBB,CTCP Đầu tư Năm Bảy Bảy,"100,159,795",65%,100%
177,NCT,CTCP Dịch vụ Hàng hóa Nội Bài,"26,165,732",35%,100%
178,NHA,Tổng Công ty Đầu tư Phát triển nhà và đô thị Nam Hà Nội,"42,174,520",60%,100%
179,NHH,CTCP Nhựa Hà Nội,"72,880,000",25%,100%
180,NHT,CTCP Sản xuất và Thương mại Nam Hoa,"18,464,425",40%,100%
181,NKG,CTCP Thép Nam Kim,"263,277,806",75%,100%
182,NLG,CTCP Đầu tư Nam Long,"382,940,013",65%,100%
183,NNC,CTCP Đá Núi Nhỏ,"21,920,000",35%,100%
184,NSC,CTCP Tập đoàn Giống cây trồng  Việt Nam,"17,574,516",20%,100%
185,NT2,CTCP Điện lực Dầu khí Nhơn Trạch 2,"287,876,029",30%,100%
186,NTL,CTCP Phát triển Đô thị Từ Liêm,"60,989,950",70%,100%
187,NVL,CTCP Tập đoàn Đầu tư Địa ốc NO VA,"1,949,833,809",40%,100%
188,NVT,CTCP Bất động sản Du lịch Ninh Vân Bay,"90,500,000",6%,100%
189,OCB,Ngân hàng TMCP Phương Đông,"1,369,882,863",55%,100%
190,OPC,CTCP Dược phẩm OPC,"64,050,892",30%,100%
191,ORS,CTCP Chứng khoán Tiên Phong,"200,000,000",90%,100%
192,PAC,CTCP Pin Ắc quy miền Nam,"46,471,707",20%,100%
193,PAN,CTCP Tập đoàn PAN,"208,894,750",65%,100%
194,PC1,CTCP Tập đoàn PC1,"235,159,649",55%,100%
195,PDR,CTCP Phát triển Bất động sản Phát Đạt,"671,646,219",40%,100%
196,PET,Tổng CTCP Dịch vụ Tổng hợp Dầu khí,"89,837,424",70%,100%
197,PGC,Tổng Công ty Gas Petrolimex - CTCP,"60,339,285",35%,100%
198,PGI,Tổng CTCP Bảo hiểm Petrolimex,"110,896,796",30%,100%
199,PHC,CTCP Xây dựng Phục Hưng Holdings,"50,669,294",80%,100%
200,PHR,CTCP Cao su Phước Hòa,"135,499,198",35%,100%
201,PIT,CTCP Xuất nhập khẩu PETROLIMEX,"14,210,225",35%,100%
202,PJT,CTCP Vận tải Xăng dầu Đường thủy Petrolimex,"23,040,717",30%,100%
203,PLP,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,"69,999,847",60%,100%
204,PLX,Tập đoàn Xăng dầu Viêt Nam,"1,270,592,235",10%,100%
205,PNJ,CTCP Vàng bạc Đá quý Phú Nhuận,"246,002,061",85%,100%
206,POM,CTCP Thép POMINA,"278,543,546",25%,100%
207,POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,"2,341,871,600",20%,100%
208,PPC,CTCP Nhiệt điện Phả Lại,"320,613,054",25%,100%
209,PSH,CTCP Thương mại Đầu tư Dầu khí Nam Sông Hậu,"126,169,780",35%,100%
210,PTB,CTCP Phú Tài,"68,038,403",60%,100%
211,PVD,Tổng CTCP Khoan và Dịch vụ Khoan Dầu khí,"555,880,006",50%,100%
212,PVT,Tổng CTCP Vận tải Dầu khí,"323,651,246",50%,100%
213,QCG,CTCP Quốc Cường Gia Lai,"275,129,141",40%,100%
214,RAL,CTCP Bóng đèn Phích nước Rạng Đông,"22,947,419",35%,100%
215,RDP,CTCP Rạng Đông Holding,"49,069,803",50%,100%
216,REE,CTCP Cơ Điện Lạnh,"355,402,569",45%,100%
217,SAB,Tổng CTCP Bia – Rượu – Nước giải khát Sài Gòn,"641,281,186",11%,100%
218,SAM,CTCP SAM HOLDINGS,"365,353,065",100%,100%
219,SAV,CTCP Hợp tác Kinh tế và Xuất nhập khẩu SAVIMEX,"17,967,405",45%,100%
220,SBA,CTCP Sông Ba,"60,285,171",60%,100%
221,SBT,CTCP Thành Thành Công - Biên Hòa,"629,150,895",45%,100%
222,SBV,CTCP SIAM BROTHERS VIỆT NAM,"27,323,976",35%,100%
223,SCD,CTCP Nước giải khát Chương Dương,"8,477,640",25%,100%
224,SCR,CTCP Địa ốc Sài Gòn Thương Tín,"366,356,303",80%,100%
225,SCS,CTCP Dịch vụ hàng hóa Sài Gòn,"93,879,182",35%,100%
226,SFC,CTCP Nhiên liệu Sài Gòn,"11,234,819",20%,100%
227,SFG,CTCP Phân bón Miền Nam,"47,897,333",30%,100%
228,SFI,CTCP Đại lý Vận tải SAFI,"21,034,319",30%,100%
229,SGN,CTCP Phục vụ mặt đất Sài Gòn,"33,533,591",20%,100%
230,SGR,CTCP Địa ốc Sài Gòn,"59,999,989",25%,100%
231,SGT,CTCP Công nghệ Viễn thông Sài Gòn,"148,003,208",30%,100%
232,SHA,CTCP Sơn Hà Sài Gòn,"33,446,675",80%,100%
233,SHB,Ngân hàng TMCP Sài Gòn - Hà Nội,"2,666,873,613",80%,100%
234,SHI,CTCP Quốc tế Sơn Hà,"161,857,589",60%,100%
235,SJF,CTCP Đầu tư Sao Thái Dương,"79,200,000",90%,100%
236,SJS,CTCP Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,"113,897,480",55%,100%
237,SKG,CTCP Tàu cao tốc Superdong – Kiên Giang,"63,331,735",60%,100%
238,SMA,CTCP Thiết bị Phụ tùng Sài Gòn,"20,352,836",40%,100%
239,SMB,CTCP Bia Sài Gòn - Miền Trung,"29,846,648",40%,100%
240,SMC,CTCP Đầu tư Thương mại SMC,"73,106,837",45%,100%
241,SPM,CTCP SPM,"13,770,000",30%,100%
242,SRC,CTCP Cao su Sao Vàng,"28,063,368",35%,100%
243,SRF,CTCP SEAREFICO,"33,786,780",30%,100%
244,SSB,Ngân hàng TMCP Đông Nam Á,"1,980,898,268",80%,100%
245,SSI,CTCP Chứng khoán SSI,"1,489,138,669",70%,100%
246,ST8,CTCP Siêu Thanh,"25,720,902",11%,100%
247,STB,Ngân hàng TMCP Sài Gòn Thương Tín,"1,885,215,716",100%,100%
248,STK,CTCP Sợi Thế Kỷ,"81,822,352",40%,100%
249,SVD,CTCP Đầu tư và Thương mại Vũ Đăng,"25,800,000",75%,100%
250,SVT,CTCP Công nghệ Sài Gòn Viễn Đông,"15,053,369",50%,100%
251,SZC,CTCP Sonadezi Châu Đức,"100,000,000",40%,100%
252,SZL,CTCP Sonadezi Long Thành,"18,190,900",35%,100%
253,TCB,Ngân hàng TMCP Kỹ thương Việt Nam,"3,510,914,798",65%,100%
254,TCD,CTCP Đầu tư Phát triển Công nghiệp và Vận tải,"224,418,304",30%,100%
255,TCH,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,"668,215,843",60%,100%
256,TCL,CTCP Đai lý Giao nhận Vận tải Xếp dỡ Tân Cảng,"30,158,436",50%,100%
257,TCM,CTCP Dệt may - Đầu tư - Thương mại Thành Công,"81,946,677",40%,100%
258,TCO,CTCP Vận tải Đa phương thức Duyên Hải,"18,711,000",55%,100%
259,TCR,CTCP Công nghiệp Gốm sứ TAICERA,"45,425,142",30%,100%
260,TCT,CTCP Cáp treo Núi Bà Tây Ninh,"12,788,000",45%,100%
261,TDC,CTCP Kinh doanh và Phát triển Bình Dương,"100,000,000",40%,100%
262,TDG,CTCP Dầu khí Thái Dương,"16,770,000",90%,100%
263,TDM,CTCP Nước Thủ Dầu Một,"100,000,000",75%,100%
264,TDP,CTCP Thuận Đức Eco,"60,210,902",45%,100%
265,TEG,CTCP Năng lượng và Bất động sản Trường Thành,"65,591,772",50%,100%
266,THG,CTCP Đầu tư và Xây dựng Tiền Giang,"19,963,893",80%,100%
267,TIP,CTCP Phát triển Khu công nghiệp Tín Nghĩa,"65,007,857",35%,100%
268,TIX,CTCP Sản xuất Kinh doanh XNK Dịch vụ và Đầu tư Tân Bình,"30,000,000",35%,100%
269,TLD,CTCP Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,"74,752,586",45%,100%
270,TLG,CTCP Tập đoàn Thiên Long,"77,794,453",45%,100%
271,TLH,CTCP Tập đoàn Thép Tiến Lên,"102,110,621",65%,100%
272,TMS,CTCP Transimex,"105,859,929",12%,100%
273,TMT,CTCP Ô tô TMT,"36,877,980",30%,100%
274,TN1,CTCP Thương mại dịch vụ TNS HOLDINGS,"43,188,087",25%,100%
275,TNA,CTCP Thương mại Xuất nhập khẩu Thiên Nam,"49,231,310",50%,100%
276,TNH,CTCP Bệnh viện Quốc Tế Thái Nguyên,"51,874,998",80%,100%
277,TNI,CTCP Tập đoán Thành Nam,"52,500,000",100%,100%
278,TNT,CTCP Tập đoàn TNT,"51,000,000",45%,100%
279,TPB,Ngân hàng TMCP Tiên Phong,"1,581,755,495",55%,100%
280,TRC,CTCP Cao su Tây Ninh,"29,125,000",30%,100%
281,TSC,CTCP Vật tư Kỹ thuật Nông nghiệp Cần Thơ,"196,858,925",55%,100%
282,TTA,CTCP Đầu tư Xây dựng và Phát triển Trường Thành,"157,462,937",35%,100%
283,TTB,CTCP Tập đoàn Tiến Bộ,"101,509,583",50%,100%
284,TV2,CTCP Tư vấn xây dựng điện 2,"45,018,690",50%,100%
285,TVB,CTCP Chứng khoán Trí Việt,"112,097,019",45%,100%
286,TVS,CTCP Chứng khoán Thiên Việt,"107,075,121",70%,100%
287,TVT,Tổng Công ty Việt Thắng - CTCP,"21,000,000",40%,100%
288,TYA,CTCP Dây và Cáp điện Taya Việt Nam,"30,679,646",20%,100%
289,UIC,CTCP Đầu tư Phát triển Nhà và Đô thị IDICO,"8,000,000",30%,100%
290,VCA,CTCP Thép Vicasa - Vnsteel,"15,187,322",30%,100%
291,VCB,Ngân hàng TMCP Ngoại Thương Việt Nam,"4,732,516,571",11%,100%
292,VCG,CTCP Xuất nhập khẩu và Xây dựng Việt Nam,"485,879,878",40%,100%
293,VCI,CTCP Chứng khoán Bản Việt,"435,499,901",70%,100%
294,VDS,CTCP Chứng khoán Rồng Việt,"204,954,095",40%,100%
295,VGC,Tổng Công ty Viglacera - CTCP,"448,350,000",10%,100%
296,VHC,CTCP Vĩnh Hoàn,"183,376,956",50%,100%
297,VHM,CTCP Vinhomes,"4,354,367,488",25%,100%
298,VIB,Ngân hàng TMCP Quốc tế Việt Nam,"2,107,672,945",55%,100%
299,VIC,Tập đoàn Vingroup - CTCP,"3,813,935,561",25%,100%
300,VID,CTCP Đầu tư Phát triển Thương mại Viễn Đông,"40,836,069",50%,100%
301,VIP,CTCP Vận tải Xăng dầu VIPCO,"68,470,941",45%,100%
302,VIX,CTCP Chứng khoán VIX,"582,139,189",75%,100%
303,VJC,CTCP Hàng không VietJet,"541,611,334",50%,100%
304,VMD,CTCP Y Dược phẩm Vimedimex,"15,440,268",25%,100%
305,VND,CTCP Chứng khoán VNDIRECT,"1,217,821,331",75%,100%
306,VNE,Tổng CTCP Xây dựng Điện Việt Nam,"81,934,033",65%,100%
307,VNG,CTCP Du lịch Thành Thành Công,"97,276,608",25%,100%
308,VNL,CTCP Logistics Vinalink,"9,427,000",85%,100%
309,VNM,CTCP Sữa Việt Nam,"2,089,955,445",40%,100%
310,VOS,CTCP Vận tải Biển Việt Nam,"140,000,000",50%,100%
311,VPB,Ngân hàng TMCP Việt Nam Thịnh Vượng,"6,713,210,080",65%,100%
312,VPD,CTCP Phát triển Điện lực Việt Nam,"106,589,629",35%,100%
313,VPG,CTCP Đầu tư Thương mại XNK Việt Phát,"80,198,336",60%,100%
314,VPH,CTCP Vạn Phát Hưng,"95,357,800",60%,100%
315,VPI,CTCP Đầu Tư Văn Phú - Invest,"241,999,617",45%,100%
316,VPS,CTCP Thuốc sát trùng Việt Nam,"24,460,792",20%,100%
317,VRC,CTCP Bất động sản và Đầu tư VRC,"50,000,000",65%,100%
318,VRE,CTCP Vincom Retail,"2,272,318,410",40%,100%
319,VSC,CTCP Container Việt Nam,"121,269,397",100%,100%
320,VSH,CTCP Thủy điện Vĩnh Sơn Sông Hinh,"236,241,246",20%,100%
321,VTB,CTCP Viettronics Tân Bình,"10,804,520",45%,100%
322,VTO,CTCP Vận tải Xăng dầu VITACO,"79,866,666",50%,100%
323,YBM,CTCP Khoáng sản Công nghiệp Yên Bái,"14,299,880",45%,100%
