Stt,Symbol,Name,KLLH,Free_Float,Limit
110,HBC,CTCP Tập đoàn Xây dựng Hòa Bình,"230,875,398",70%,100%
111,HCD,CTCP Đầu tư Sản xuất và Thương mại HCD,"27,000,000",85%,100%
112,HCM,CTCP Chứng Khoán TPHCM,"305,041,845",45%,100%
113,HDB,Ngân hàng TMCP Phát triển Thành phố Hồ Chí,"1,593,767,296",70%,100%
114,HDC,CTCP Phát Triển Nhà Bà Rịa Vũng Tàu,"83,144,796",85%,100%
115,HDG,CTCP Tập Đoàn Hà Đô,"154,275,018",45%,100%
116,HHS,CTCP Đầu Tư Dịch Vụ Hoàng Huy,"274,744,063",50%,100%
117,HII,CTCP An Tiến Industries,"32,027,500",35%,100%
118,HMC,CTCP Kim Khí TPHCM - VNSTEEL,"21,000,000",30%,100%
119,HNG,CTCP Nông Nghiệp Quốc tế Hoàng Anh Gia Lai,"1,108,553,895",50%,100%
120,HPG,CTCP Tập Đoàn Hòa Phát,"4,472,922,706",55%,100%
121,HPX,CTCP Đầu tư Hải Phát,"264,494,582",55%,100%
122,HQC,CTCP TV-TM-DV Địa Ốc Hoàng Quân,"476,599,274",80%,100%
123,HSG,CTCP Tập Đoàn Hoa Sen,"489,081,896",80%,100%
124,HSL,CTCP Đầu tư Phát triển Thực phẩm Hồng Hà,"17,167,144",85%,100%
125,HT1,CTCP Xi Măng Hà Tiên 1,"381,541,911",20%,100%
126,HTI,CTCP Đầu Tư Phát Triển Hạ Tầng Idico,"24,949,200",40%,100%
127,HTL,CTCP Kỹ Thuật và Ôtô Trường Long,"12,000,000",13%,100%
128,HTN,CTCP Hưng Thịnh Incons,"49,509,201",35%,100%
129,HTV,CTCP Logistics Vicem,"13,104,000",25%,100%
130,HU1,CTCP Đầu Tư và Xây Dựng HUD1,"10,000,000",45%,100%
131,HUB,CTCP Xây lắp Thừa Thiên Huế,"19,057,316",55%,100%
132,HVH,CTCP Đầu tư và công nghệ HVC,"36,949,995",50%,100%
133,HVX,CTCP Xi Măng Vicem Hải Vân,"41,525,250",30%,100%
134,IBC,CTCP Đầu tư Apax Holdings,"81,589,735",30%,100%
135,ICT,CTCP Viễn thông - Tin học Bưu điện,"32,185,000",60%,100%
136,IDI,CTCP Đầu Tư và Phát Triển Đa Quốc Gia I.D.I,"227,644,608",45%,100%
137,IJC,CTCP Phát Triển Hạ Tầng kỹ Thuật,"217,097,323",50%,100%
138,ILB,CTCP ICD Tân Cảng - Long Bình,"24,502,245",40%,100%
139,IMP,CTCP Dược Phẩm Imexpharm,"66,671,570",30%,100%
140,ITA,CTCP Đầu Tư và Công Nghiệp Tân Tạo,"938,321,575",55%,100%
141,ITC,CTCP Đầu Tư Kinh Doanh Nhà,"79,285,934",35%,100%
142,ITD,CTCP Công Nghệ Tiên Phong,"18,992,610",55%,100%
143,KBC,Tổng Cty Phát Triển Đô Thị Kinh Bắc -CTCP,"469,760,189",70%,100%
144,KDC,CTCP Tập Đòan KIDO,"228,749,100",55%,100%
145,KDH,CTCP Đầu Tư và Kinh Doanh Nhà Khang Điền,"623,086,429",65%,100%
146,KHP,CTCP Điện Lực Khánh Hòa,"56,071,016",50%,100%
147,KMR,CTCP Mirae,"56,877,807",55%,100%
148,KOS,CTCP Kosy,"165,031,335",30%,100%
149,KPF,CTCP Đầu tư Tài chính Hoàng Minh,"57,968,933",25%,100%
150,KSB,CTCP Khoáng Sản và Xây Dựng Bình Dương,"73,296,386",65%,100%
151,LBM,CTCP Khoáng Sản và VLXD Lâm Đồng,"10,000,000",30%,100%
152,LCG,CTCP Licogi 16,"115,248,172",90%,100%
153,LDG,CTCP Đầu Tư LDG,"239,447,211",90%,100%
154,LGL,CTCP Đầu Tư và Phát Triển Đô Thị Long Giang,"51,497,100",50%,100%
155,LHG,CTCP Long Hậu,"50,012,010",25%,100%
156,LIX,CTCP Bột Giặt Lix,"32,400,000",50%,100%
157,LM8,CTCP Lilama 18,"9,388,682",50%,100%
158,LPB,Ngân hàng TMCP Bưu điện Liên Việt,"1,074,638,915",90%,100%
159,LSS,CTCP Mía Đường Lam Sơn,"67,674,150",55%,100%
160,MBB,Ngân hàng TMCP Quân Đội,"3,778,321,777",55%,100%
161,MHC,CTCP MHC,"41,406,844",65%,100%
162,MSB,Ngân hàng TMCP Hàng Hải Việt Nam,"1,157,000,000",75%,100%
163,MSH,CTCP May Sông hồng,"50,009,400",40%,100%
164,MSN,CTCP Tập Đoàn Masan,"1,180,534,692",35%,100%
165,MWG,CTCP Đầu Tư Thế Giới Di Động,"475,310,499",65%,100%
166,NAF,CTCP Nafoods Group,"47,567,790",15%,100%
167,NCT,CTCP Dịch vụ Hàng hóa Nội Bài,"26,165,732",35%,100%
168,NHH,CTCP Nhựa Hà Nội,"36,440,000",30%,100%
169,NKG,CTCP Thép Nam Kim,"181,999,868",65%,100%
170,NLG,CTCP Đầu tư Nam Long,"285,270,660",70%,100%
171,NNC,CTCP Đá Núi Nhỏ,"21,920,000",35%,100%
172,NT2,CTCP Điện lực Dầu khí Nhơn Trạch 2,"287,876,029",30%,100%
173,NTL,CTCP Phát Triển Đô Thị Từ Liêm,"60,989,950",50%,100%
174,NVL,CTCP Tập đoàn Đầu tư Địa ốc No Va,"1,467,653,585",35%,100%
175,NVT,CTCP Bất Động Sản Du Lịch Ninh Vân Bay,"90,500,000",55%,100%
176,PAC,CTCP Pin Ắc Quy Miền Nam,"46,471,707",30%,100%
177,PC1,CTCP Xây Lắp Điện I,"191,187,727",60%,100%
178,PDR,CTCP Phát Triển Bất Động Sản Phát Đạt,"486,771,916",40%,100%
179,PET,Tổng CTCP Dịch Vụ Tổng Hợp Dầu Khí,"83,570,524",70%,100%
180,PGC,Tổng Cty Gas Petrolimex-CTCP,"60,339,285",35%,100%
181,PHC,CTCP Xây dựng Phục Hưng Holding,"25,741,540",65%,100%
182,PHR,CTCP Cao Su Phước Hòa,"135,499,198",35%,100%
183,PIT,CTCP XNK Petrolimex,"14,210,225",35%,100%
184,PJT,CTCP Vận Tải Xăng Dầu Đường Thủy Petrolimex,"15,360,478",25%,100%
185,PLP,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,"39,999,847",65%,100%
186,PLX,Tập đoàn Xăng dầu Việt Nam,"1,243,813,235",13%,100%
187,PMG,CTCP Đầu tư và Sản xuất Petro Miền Trung,"46,336,278",14%,100%
188,PNJ,CTCP Vàng Bạc Đá Quý Phú Nhuận,"227,366,563",80%,100%
189,POM,CTCP Thép Pomina,"278,543,546",13%,100%
190,POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,"2,341,871,600",20%,100%
191,PPC,CTCP Nhiệt Điện Phả Lại,"320,613,054",25%,100%
192,PSH,CTCP Thương mại Đầu tư Dầu khí Nam Sông Hậu,"126,150,380",35%,100%
193,PTB,CTCP  Phú Tài,"48,599,441",60%,100%
194,PVD,Tổng CTCP Khoan và Dịch Vụ Khoan Dầu Khí,"421,129,789",50%,100%
195,PVT,Tổng CTCP Vận Tải Dầu Khí,"323,651,246",45%,100%
196,QCG,CTCP Quốc Cường Gia Lai,"275,129,141",40%,100%
197,RAL,CTCP Bóng Đèn Phích Nước Rạng Đông,"12,075,000",30%,100%
198,RDP,CTCP Rạng Đông Holding,"47,640,586",40%,100%
199,REE,CTCP Cơ Điện Lạnh,"309,050,926",45%,100%
200,ROS,CTCP Xây dựng FLC Faros,"567,598,121",100%,100%
201,SAB,Tổng CTCP Bia - Rượu - Nước giải khát Sài Gòn,"641,281,186",11%,100%
202,SAM,CTCP SAM HOLDINGS,"349,997,190",100%,100%
203,SAV,CTCP Hợp Tác Kinh Tế và XNK Savimex,"15,624,197",35%,100%
204,SBA,CTCP Sông Ba,"60,285,171",60%,100%
205,SBT,CTCP Thành Thành Công- Biên Hòa,"617,158,147",35%,100%
206,SBV,CTCP Siam Brothers Việt Nam,"27,323,976",35%,100%
207,SCD,CTCP Nước Giải Khát Chương Dương,"8,477,640",40%,100%
208,SCR,CTCP Địa ốc Sài Gòn Thương Tín,"366,356,303",75%,100%
209,SCS,CTCP Dịch vụ Hàng hóa Sài Gòn,"50,745,700",35%,100%
210,SFG,CTCP Phân bón Miền Nam,"47,897,333",30%,100%
211,SFI,CTCP Đại Lý Vận Tải Safi,"14,023,057",35%,100%
212,SGN,CTCP Phục vụ Mặt đất Sài Gòn,"33,533,591",20%,100%
213,SGR,CTCP Địa ốc Sài Gòn,"59,999,989",25%,100%
214,SGT,CTCP Công Nghệ Viễn Thông Sài Gòn,"74,001,604",30%,100%
215,SHA,CTCP Sơn Hà Sài Gòn,"31,853,976",80%,100%
216,SHI,CTCP Quốc Tế Sơn Hà,"100,217,773",75%,100%
217,SJD,CTCP Thủy Điện Cần Đơn,"68,998,620",50%,100%
218,SJF,CTCP Đầu tư Sao Thái Dương,"79,200,000",95%,100%
219,SJS,CTCP Đầu Tư Phát Triển Đô Thị và KCN Sông Đà,"113,897,480",50%,100%
220,SKG,CTCP Tàu Cao Tốc Superdong - Kiên Giang,"63,331,735",65%,100%
221,SMB,CTCP Bia Sài Gòn - Miền Trung,"29,846,648",40%,100%
222,SMC,CTCP Đầu Tư Thương Mại SMC,"60,922,941",40%,100%
223,SRC,CTCP Cao Su Sao Vàng,"28,063,368",35%,100%
224,SSI,CTCP Chứng khoán SSI,"654,914,616",65%,100%
225,ST8,CTCP Siêu Thanh,"25,720,902",11%,100%
226,STB,Ngân hàng TMCP Sài Gòn Thương Tín,"1,803,653,429",95%,100%
227,STK,CTCP Sợi Thế Kỷ,"68,185,294",40%,100%
228,SZC,CTCP Sonadezi Châu Đức,"100,000,000",40%,100%
229,SZL,CTCP Sonadezi Long Thành,"18,190,900",35%,100%
230,TAC,CTCP Dầu Thực Vật Tường An,"33,876,148",12%,100%
231,TCB,Ngân hàng TMCP Kỹ thương Việt Nam,"3,504,906,230",65%,100%
232,TCD,CTCP Đầu tư Phát triển Công nghiệp và Vận tải,"86,409,319",20%,100%
233,TCH,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,"399,175,744",60%,100%
234,TCL,CTCP Đại Lý Giao Nhận Vận Tải Xếp Dỡ Tân Cảng,"30,158,436",50%,100%
235,TCM,CTCP Dệt May Đầu Tư Thương Mại Thành Công,"71,260,358",45%,100%
236,TCO,CTCP Vận Tải Đa Phương Thức Duyên Hải,"16,728,076",20%,100%
237,TCT,CTCP Cáp Treo Núi Bà Tây Ninh,"12,788,000",45%,100%
238,TDC,CTCP KD VÀ PT Bình Dương,"100,000,000",40%,100%
239,TDG,CTCP Dầu khí Thái Dương,"16,770,000",95%,100%
240,TDH,CTCP Phát Triển Nhà Thủ Đức,"112,652,767",90%,100%
241,TDM,CTCP Nước Thủ Dầu Một,"100,000,000",55%,100%
242,TDP,CTCP Thuận Đức,"60,211,017",50%,100%
243,TEG,CTCP BĐS và Xây dựng Trường Thành,"32,383,642",55%,100%
244,THG,CTCP Đầu Tư và Xây Dựng Tiền Giang,"15,971,516",75%,100%
245,TIP,CTCP Phát triển Khu Công Nghiệp Tín Nghĩa,"26,003,143",45%,100%
246,TLD,CTCP Đầu tư Xây dựng và Phát triển Đô thị Thăng,"39,956,372",55%,100%
247,TLG,CTCP Tập Đoàn Thiên Long,"77,794,453",40%,100%
248,TLH,CTCP Tập Đoàn Thép Tiến Lên,"100,650,621",60%,100%
249,TMS,CTCP Transimex,"81,431,316",20%,100%
250,TMT,CTCP Ôtô TMT,"36,877,980",30%,100%
251,TN1,CTCP Thương mại Dịch vụ TNS Holdings,"23,335,809",20%,100%
252,TNA,CTCP TM XNK Thiên Nam,"39,385,930",60%,100%
253,TNI,CTCP Tập đoàn Thành Nam,"52,500,000",100%,100%
254,TNT,CTCP Tài Nguyên,"25,500,000",85%,100%
255,TPB,Ngân hàng TMCP Tiên Phong,"1,071,671,722",60%,100%
256,TRC,CTCP Cao Su Tây Ninh,"29,125,000",30%,100%
257,TSC,CTCP Vật Tư Kỹ Thuật Nông Nghiệp Cần Thơ,"147,648,084",50%,100%
258,TTA,CTCP Đầu tư Xây dựng và Phát triển Trường Thành,"135,000,000",35%,100%
259,TTB,CTCP Tập đoàn Tiến Bộ,"51,509,583",80%,100%
260,TV2,CTCP Tư vấn Xây dựng điện 2,"45,018,690",45%,100%
261,TVS,CTCP Chứng khoán Thiên Việt,"98,235,174",60%,100%
262,TYA,CTCP Dây và Cáp Điện Taya Việt Nam,"30,679,646",20%,100%
263,UDC,CTCP Xây Dựng và Phát Triển Đô Thị Tỉnh Bà Rịa,"34,706,000",35%,100%
264,UIC,CTCP Đầu Tư Phát Triển Nhà và Đô Thị Idico,"8,000,000",45%,100%
265,VCB,Ngân hàng TMCP Ngoại Thương Việt Nam,"3,708,877,448",11%,100%
266,VCG,Tổng CTCP Xuất nhập khẩu và Xây dựng Việt Nam,"438,627,634",45%,100%
267,VCI,CTCP Chứng khoán Bản Việt,"333,000,000",65%,100%
268,VDS,CTCP Chứng khoán Rồng Việt,"105,104,901",35%,100%
269,VGC,Tổng Công ty Viglacera - CTCP,"448,350,000",11%,100%
270,VHC,CTCP Vĩnh Hoàn,"181,946,026",45%,100%
271,VHM,CTCP Vinhomes,"3,289,513,918",25%,100%
272,VIB,Ngân hàng TMCP Quốc tế Việt Nam,"1,553,142,993",45%,100%
273,VIC,Tập Đoàn Vingroup - CTCP,"3,382,430,590",35%,100%
274,VID,CTCP Đầu Tư Phát Triển Thương Mại Viễn Đông,"35,512,080",55%,100%
275,VIP,CTCP Vận Tải Xăng Dầu Vipco,"65,470,941",45%,100%
276,VJC,CTCP Hàng không Vietjet,"541,611,334",50%,100%
277,VMD,CTCP Y Dược Phẩm Vimedimex,"15,440,268",20%,100%
278,VNE,Tổng CTCP Xây Dựng Điện Việt Nam,"81,934,033",80%,100%
279,VNG,CTCP Du Lịch Thành Thành Công,"97,276,608",60%,100%
280,VNM,CTCP Sữa Việt Nam,"2,089,955,445",40%,100%
281,VPB,Ngân hàng TMCP Việt Nam Thịnh vượng,"2,454,748,366",65%,100%
282,VPG,CTCP Đầu tư Thương mại Xuất nhập khẩu Việt Phát,"43,119,795",65%,100%
283,VPH,CTCP Vạn Phát Hưng,"95,357,800",65%,100%
284,VPI,CTCP Đầu tư Văn Phú - Invest,"199,999,900",40%,100%
285,VPS,CTCP Thuốc sát trùng Việt Nam,"24,460,792",20%,100%
286,VRC,CTCP Bất động sản và Đầu tư VRC,"50,000,000",65%,100%
287,VRE,CTCP Vincom Retail,"2,272,318,410",40%,100%
288,VSC,CTCP Container Việt Nam,"55,122,798",55%,100%
289,VSH,CTCP Thủy Điện Vĩnh Sơn Sông Hinh,"236,241,246",20%,100%
290,VSI,CTCP Đầu Tư và Xây Dựng Cấp Thoát Nước,"13,199,997",30%,100%
291,VTB,CTCP Viettronics Tân Bình,"10,804,520",40%,100%
292,VTO,CTCP Vận Tải Xăng Dầu Vitaco,"78,866,666",40%,100%
293,YBM,CTCP Khoáng sản Công nghiệp Yên Bái,"14,299,880",45%,100%
