Stt,Symbol,Name,KLLH,Free_Float,Limit
138,HT1,CTCP Xi Măng Vicem Hà Tiên,"381,589,911",20%,100%
139,HTI,CTCP Đầu Tư Phát Triển Hạ Tầng Idico,"24,949,200",45%,100%
140,HTL,CTCP Kỹ Thuật và Ôtô Trường Long,"12,000,000",13%,100%
141,HTN,CTCP Hưng Thịnh Incons,"89,116,411",25%,100%
142,HTV,CTCP Logistics Vicem,"13,104,000",30%,100%
143,HUB,CTCP Xây lắp Thừa Thiên Huế,"22,868,395",55%,100%
144,HVH,CTCP Đầu tư và công nghệ HVC,"36,949,995",50%,100%
145,HVX,CTCP Xi Măng Vicem Hải Vân,"41,525,250",30%,100%
146,IBC,CTCP Đầu tư Apax Holdings,"83,150,661",35%,100%
147,ICT,CTCP Viễn thông - Tin học Bưu điện,"32,185,000",60%,100%
148,IDI,CTCP Đầu Tư và Phát Triển Đa Quốc Gia I.D.I,"227,644,608",45%,100%
149,IJC,CTCP Phát Triển Hạ Tầng kỹ Thuật,"217,097,323",50%,100%
150,ILB,CTCP ICD Tân Cảng - Long Bình,"24,502,245",40%,100%
151,IMP,CTCP Dược Phẩm Imexpharm,"66,671,570",11%,100%
152,ITC,CTCP Đầu Tư Kinh Doanh Nhà,"95,935,049",55%,100%
153,ITD,CTCP Công Nghệ Tiên Phong,"21,271,466",85%,100%
154,KBC,Tổng Cty Phát Triển Đô Thị Kinh Bắc -CTCP,"767,604,759",70%,100%
155,KDC,CTCP Tập Đòan KIDO,"257,224,010",60%,100%
156,KDH,CTCP Đầu Tư và Kinh Doanh Nhà Khang Điền,"716,829,995",65%,100%
157,KHG,CTCP Tập đoàn Khải Hoàn Land,"449,435,205",45%,100%
158,KHP,CTCP Điện Lực Khánh Hòa,"58,905,967",50%,100%
159,KMR,CTCP Mirae,"56,877,807",55%,100%
160,KOS,CTCP Kosy,"216,481,335",25%,100%
161,KPF,CTCP Đầu tư Tài sản Koji,"60,867,241",85%,100%
162,KSB,CTCP Khoáng Sản và Xây Dựng Bình Dương,"76,295,802",65%,100%
163,LBM,CTCP Khoáng Sản và VLXD Lâm Đồng,"20,000,000",35%,100%
164,LCG,CTCP Lizen,"189,640,832",90%,100%
165,LDG,CTCP Đầu Tư LDG,"256,208,515",95%,100%
166,LGL,CTCP Đầu Tư và Phát Triển Đô Thị Long Giang,"51,497,100",50%,100%
167,LIX,CTCP Bột Giặt Lix,"32,400,000",50%,100%
168,LM8,CTCP Lilama 18,"9,388,682",55%,100%
169,LPB,Ngân hàng TMCP Bưu điện Liên Việt,"1,729,105,369",85%,100%
170,LSS,CTCP Mía Đường Lam Sơn,"74,550,000",60%,100%
171,MBB,Ngân hàng TMCP Quân Đội,"4,533,986,133",55%,100%
172,MCP,CTCP In và Bao Bì Mỹ Châu,"15,052,615",20%,100%
173,MDG,CTCP Miền Đông,"10,324,781",25%,100%
174,MHC,CTCP MHC,"41,406,844",80%,100%
175,MIG,Tổng CTCP Bảo hiểm Quân đội,"164,450,000",35%,100%
176,MSB,Ngân hàng TMCP Hàng Hải Việt Nam,"2,000,000,000",80%,100%
177,MSH,CTCP May Sông hồng,"75,014,100",35%,100%
178,MSN,CTCP Tập Đoàn Masan,"1,423,724,783",45%,100%
179,MWG,CTCP Đầu Tư Thế Giới Di Động,"1,463,376,716",75%,100%
180,NAF,CTCP Nafoods Group,"50,564,090",20%,100%
181,NBB,CTCP Đầu Tư Năm Bảy Bảy,"100,159,795",50%,100%
182,NCT,CTCP Dịch vụ Hàng hóa Nội Bài,"26,165,732",35%,100%
183,NHA,Tổng Công ty Đầu tư Phát triển nhà và Đô thị Nam Hà Nội,"42,174,520",60%,100%
184,NHH,CTCP Nhựa Hà Nội,"72,880,000",25%,100%
185,NHT,CTCP Sản xuất và Thương mại Nam Hoa,"24,003,698",40%,100%
186,NKG,CTCP Thép Nam Kim,"263,277,806",75%,100%
187,NLG,CTCP Đầu tư Nam Long,"384,080,300",65%,100%
188,NNC,CTCP Đá Núi Nhỏ,"21,920,000",35%,100%
189,NSC,CTCP Tập đoàn Giống Cây Trồng Việt Nam,"17,574,516",20%,100%
190,NT2,CTCP Điện lực Dầu khí Nhơn Trạch 2,"287,876,029",30%,100%
191,NTL,CTCP Phát Triển Đô Thị Từ Liêm,"60,989,950",70%,100%
192,NVL,CTCP Tập đoàn Đầu tư Địa ốc No Va,"1,950,104,538",55%,100%
193,OCB,Ngân hàng TMCP Phương Đông,"1,369,882,863",55%,100%
194,OPC,CTCP Dược Phẩm OPC,"64,050,892",60%,100%
195,ORS,CTCP Chứng khoán Tiên Phong,"200,000,000",95%,100%
196,PAN,CTCP Tập Đoàn PAN,"208,894,750",65%,100%
197,PC1,CTCP Tập đoàn PC1,"270,433,002",60%,100%
198,PDR,CTCP Phát Triển Bất Động Sản Phát Đạt,"671,646,219",45%,100%
199,PET,Tổng CTCP Dịch Vụ Tổng Hợp Dầu Khí,"89,837,424",70%,100%
200,PGC,Tổng Cty Gas Petrolimex-CTCP,"60,339,285",45%,100%
201,PGI,Tổng CTCP Bảo Hiểm Petrolimex,"110,896,796",30%,100%
202,PHC,CTCP Xây dựng Phục Hưng Holding,"50,681,927",80%,100%
203,PHR,CTCP Cao Su Phước Hòa,"135,499,198",35%,100%
204,PIT,CTCP XNK Petrolimex,"14,210,225",35%,100%
205,PJT,CTCP Vận Tải Xăng Dầu Đường Thủy Petrolimex,"23,040,717",35%,100%
206,PLP,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,"69,999,847",60%,100%
207,PLX,Tập đoàn Xăng dầu Việt Nam,"1,270,592,235",10%,100%
208,PNJ,CTCP Vàng Bạc Đá Quý Phú Nhuận,"328,002,748",80%,100%
209,POM,CTCP Thép Pomina,"278,543,546",25%,100%
210,POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,"2,341,871,600",25%,100%
211,PPC,CTCP Nhiệt Điện Phả Lại,"320,613,054",25%,100%
212,PSH,CTCP Thương mại Đầu tư Dầu khí Nam Sông Hậu,"126,169,780",35%,100%
213,PTB,CTCP  Phú Tài,"68,038,403",60%,100%
214,PTC,CTCP Đầu tư ICapital,"32,191,624",80%,100%
215,PTL,CTCP VICTORY CAPITAL,"98,865,080",40%,100%
216,PVD,Tổng CTCP Khoan và Dịch Vụ Khoan Dầu Khí,"555,880,006",45%,100%
217,PVT,Tổng CTCP Vận Tải Dầu Khí,"323,651,246",50%,100%
218,QCG,CTCP Quốc Cường Gia Lai,"275,129,141",40%,100%
219,RAL,CTCP Bóng Đèn Phích Nước Rạng Đông,"22,947,419",35%,100%
220,RDP,CTCP Rạng Đông Holding,"49,069,803",50%,100%
221,REE,CTCP Cơ Điện Lạnh,"355,402,569",45%,100%
222,SAB,Tổng CTCP Bia - Rượu - Nước giải khát Sài Gòn,"641,281,186",11%,100%
223,SAM,CTCP SAM HOLDINGS,"379,960,971",100%,100%
224,SAV,CTCP Hợp Tác Kinh Tế và XNK Savimex,"17,967,405",40%,100%
225,SBA,CTCP Sông Ba,"60,488,261",60%,100%
226,SBT,CTCP Thành Thành Công- Biên Hòa,"673,188,563",45%,100%
227,SBV,CTCP Siam Brothers Việt Nam,"27,323,976",35%,100%
228,SCD,CTCP Nước Giải Khát Chương Dương,"8,477,640",25%,100%
229,SCR,CTCP Địa ốc Sài Gòn Thương Tín,"395,661,775",75%,100%
230,SCS,CTCP Dịch vụ Hàng hóa Sài Gòn,"93,879,182",40%,100%
231,SFG,CTCP Phân bón Miền Nam,"47,897,333",35%,100%
232,SFI,CTCP Đại Lý Vận Tải Safi,"21,034,319",35%,100%
233,SGN,CTCP Phục vụ Mặt đất Sài Gòn,"33,533,591",20%,100%
234,SGR,CTCP Tổng CTCP Địa ốc Sài Gòn,"59,999,989",25%,100%
235,SHA,CTCP Sơn Hà Sài Gòn,"33,446,675",80%,100%
236,SHB,Ngân hàng TMCP Sài gòn - Hà Nội,"3,066,887,010",80%,100%
237,SHI,CTCP Quốc Tế Sơn Hà,"161,857,589",60%,100%
238,SJF,CTCP Đầu tư Sao Thái Dương,"79,200,000",85%,100%
239,SJS,CTCP Đầu Tư Phát Triển Đô Thị và KCN Sông Đà,"113,897,480",55%,100%
240,SKG,CTCP Tàu Cao Tốc Superdong - Kiên Giang,"63,331,735",65%,100%
241,SMA,CTCP Thiết Bị Phụ Tùng Sài Gòn,"20,352,836",40%,100%
242,SMB,CTCP Bia Sài Gòn - Miền Trung,"29,846,648",45%,100%
243,SMC,CTCP Đầu Tư Thương Mại SMC,"73,606,837",45%,100%
244,SPM,CTCP S.P.M,"13,770,000",30%,100%
245,SRC,CTCP Cao Su Sao Vàng,"28,063,368",35%,100%
246,SRF,CTCP Searefico,"33,786,780",30%,100%
247,SSB,Ngân hàng TMCP Đông Nam Á,"1,980,898,268",70%,100%
248,SSI,CTCP Chứng Khoán SSI,"1,489,138,669",70%,100%
249,ST8,CTCP Siêu Thanh,"25,720,902",11%,100%
250,STB,Ngân hàng TMCP Sài Gòn Thương Tín,"1,885,215,716",100%,100%
251,STK,CTCP Sợi Thế Kỷ,"81,822,175",40%,100%
252,SVD,CTCP Đầu tư & Thương mại Vũ Đăng,"27,605,908",75%,100%
253,SVT,CTCP Công Nghệ Sài Gòn Viễn Đông,"15,053,369",50%,100%
254,SZC,CTCP Sonadezi Châu Đức,"100,000,000",40%,100%
255,SZL,CTCP Sonadezi Long Thành,"18,190,900",35%,100%
256,TCB,Ngân hàng TMCP Kỹ thương Việt Nam,"3,517,238,514",65%,100%
257,TCD,CTCP Đầu tư Phát triển Công nghiệp và Vận tải,"244,418,304",30%,100%
258,TCH,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,"668,215,843",60%,100%
259,TCL,CTCP Đại Lý Giao Nhận Vận Tải Xếp Dỡ Tân Cảng,"30,158,436",50%,100%
260,TCM,CTCP Dệt May Đầu Tư Thương Mại Thành Công,"81,946,677",40%,100%
261,TCO,CTCP Vận Tải Đa Phương Thức Duyên Hải,"18,711,000",60%,100%
262,TCR,CTCP Công Nghệ Gốm Sứ Taicera,"45,425,142",30%,100%
263,TCT,CTCP Cáp Treo Núi Bà Tây Ninh,"12,788,000",45%,100%
264,TDC,CTCP KD VÀ PT Bình Dương,"100,000,000",40%,100%
265,TDG,CTCP Đầu Tư TDG GLOBAL,"16,770,000",80%,100%
266,TDM,CTCP Nước Thủ Dầu Một,"100,000,000",70%,100%
267,TDP,CTCP Thuận Đức,"67,435,940",50%,100%
268,TEG,CTCP Năng lượng và Bất động sản Trường Thành,"65,591,772",50%,100%
269,THG,CTCP Đầu Tư và Xây Dựng Tiền Giang,"19,963,893",80%,100%
270,TIP,CTCP Phát triển Khu Công Nghiệp Tín Nghĩa,"65,007,857",35%,100%
271,TLD,CTCP Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,"74,752,586",45%,100%
272,TLG,CTCP Tập Đoàn Thiên Long,"77,794,453",45%,100%
273,TLH,CTCP Tập Đoàn Thép Tiến Lên,"102,110,621",65%,100%
274,TMS,CTCP Transimex,"105,859,929",12%,100%
275,TMT,CTCP Ôtô TMT,"36,877,980",30%,100%
276,TN1,CTCP Thương mại Dịch vụ TNS Holdings,"43,188,087",25%,100%
277,TNA,CTCP TM XNK Thiên Nam,"49,231,310",50%,100%
278,TNH,CTCP Bệnh viện Quốc tế Thái Nguyên,"51,874,998",75%,100%
279,TNI,CTCP Tập đoàn Thành Nam,"52,500,000",100%,100%
280,TNT,CTCP Tập đoàn TNT,"51,000,000",45%,100%
281,TPB,Ngân hàng TMCP Tiên Phong,"1,581,755,495",60%,100%
282,TRC,CTCP Cao Su Tây Ninh,"29,125,000",30%,100%
283,TSC,CTCP Vật Tư Kỹ Thuật Nông Nghiệp Cần Thơ,"196,858,925",55%,100%
284,TTA,CTCP Đầu tư Xây dựng và Phát triển Trường Thành,"157,462,937",35%,100%
285,TTB,CTCP Tập đoàn Tiến Bộ,"101,509,583",50%,100%
286,TTF,CTCP Tập Đoàn Kỹ Nghệ Gỗ Trường Thành,"393,532,487",75%,100%
287,TV2,CTCP Tư vấn Xây dựng điện 2,"67,526,165",50%,100%
288,TVB,CTCP Chứng khoán Trí Việt,"112,097,019",50%,100%
289,TVS,CTCP Chứng khoán Thiên Việt,"107,075,184",70%,100%
290,TVT,Tổng Công ty Việt Thắng - CTCP,"21,000,000",45%,100%
291,TYA,CTCP Dây và Cáp Điện Taya Việt Nam,"30,680,582",20%,100%
292,UIC,CTCP Đầu Tư Phát Triển Nhà và Đô Thị Idico,"8,000,000",30%,100%
293,VCA,CTCP Thép VICASA - VNSTEEL,"15,187,322",30%,100%
294,VCB,Ngân hàng TMCP Ngoại Thương Việt Nam,"4,732,516,571",11%,100%
295,VCG,Tổng CTCP Xuất nhập khẩu và Xây dựng Việt Nam,"485,879,878",40%,100%
296,VCI,CTCP Chứng khoán Bản Việt,"435,499,901",70%,100%
297,VDS,CTCP Chứng khoán Rồng Việt,"210,000,000",35%,100%
298,VGC,Tổng Công ty Viglacera - CTCP,"448,350,000",10%,100%
299,VHC,CTCP Vĩnh Hoàn,"183,376,956",50%,100%
300,VHM,CTCP Vinhomes,"4,354,367,488",25%,100%
301,VIB,Ngân hàng TMCP Quốc tế Việt Nam,"2,107,672,945",50%,100%
302,VIC,Tập Đoàn Vingroup - CTCP,"3,813,935,561",25%,100%
303,VID,CTCP Đầu Tư Phát Triển Thương Mại Viễn Đông,"40,836,069",50%,100%
304,VIP,CTCP Vận Tải Xăng Dầu Vipco,"68,470,941",45%,100%
305,VIX,CTCP Chứng khoán VIX,"582,139,189",100%,100%
306,VJC,CTCP Hàng không Vietjet,"541,611,334",50%,100%
307,VMD,CTCP Y Dược Phẩm Vimedimex,"15,440,268",25%,100%
308,VND,CTCP Chứng khoán Vndirect,"1,217,821,331",75%,100%
309,VNE,Tổng CTCP Xây Dựng Điện Việt Nam,"81,934,033",60%,100%
310,VNG,CTCP Du Lịch Thành Thành Công,"97,276,608",25%,100%
311,VNL,CTCP Logistics Vinalink,"9,427,000",80%,100%
312,VNM,CTCP Sữa Việt Nam,"2,089,955,445",40%,100%
313,VNS,CTCP Ánh Dương Việt Nam,"67,859,192",35%,100%
314,VOS,CTCP Vận Tải Biển Việt Nam,"140,000,000",50%,100%
315,VPB,Ngân hàng TMCP Việt Nam Thịnh vượng,"6,713,204,001",70%,100%
316,VPD,CTCP Phát triển Điện lực Việt Nam,"106,589,629",30%,100%
317,VPG,CTCP Đầu tư Thương mại Xuất nhập khẩu Việt Phát,"80,198,336",60%,100%
318,VPH,CTCP Vạn Phát Hưng,"95,357,800",60%,100%
319,VPI,CTCP Đầu tư Văn Phú - Invest,"241,999,617",45%,100%
320,VPS,CTCP Thuốc sát trùng Việt Nam,"24,460,792",20%,100%
321,VRC,CTCP Bất động sản và Đầu tư VRC,"50,000,000",70%,100%
322,VRE,CTCP Vincom Retail,"2,272,318,410",40%,100%
323,VSC,CTCP Container Việt Nam,"121,269,397",100%,100%
324,VSH,CTCP Thủy Điện Vĩnh Sơn Sông Hinh,"236,241,246",20%,100%
325,VTB,CTCP Viettronics Tân Bình,"10,804,520",40%,100%
326,VTO,CTCP Vận Tải Xăng Dầu Vitaco,"79,866,666",50%,100%
327,YBM,CTCP Khoáng sản Công nghiệp Yên Bái,"14,299,880",45%,100%
328,YEG,CTCP Tập đoàn Yeah1,"31,279,968",100%,100%
