Stt,Symbol,Name,KLLH,Free_Float,Limit
156,KMR,CTCP MIRAE,"56,877,807",55%,100%
157,KOS,CTCP Kosy,"216,481,335",30%,100%
158,KPF,CTCP Đầu tư Tài chính Hoàng Minh,"60,867,241",90%,100%
159,KSB,CTCP Khoáng sản và Xây dựng Bình Dương,"76,295,802",65%,100%
160,LAF,CTCP Chế biến Hàng xuất khẩu Long An,"14,728,019",20%,100%
161,LBM,CTCP Khoáng sản và Vật liệu Xây dựng Lâm Đồng,"10,000,000",35%,100%
162,LCG,CTCP LIZEN,"172,404,486",90%,100%
163,LDG,CTCP Đầu tư LDG,"239,447,211",90%,100%
164,LGL,CTCP Đầu tư và Phát triển Đô thị Long Giang,"51,497,100",50%,100%
165,LHG,CTCP Long Hậu,"50,012,010",55%,100%
166,LIX,CTCP Bột giặt LIX,"32,400,000",50%,100%
167,LM8,CTCP Lilama 18,"9,388,682",55%,100%
168,LPB,Ngân hàng TMCP Bưu điện Liên Việt,"1,503,586,323",85%,100%
169,LSS,CTCP Mía đường Lam Sơn,"70,000,000",60%,100%
170,MBB,Ngân hàng TMCP Quân Đội,"3,778,321,777",55%,100%
171,MDG,CTCP Miền Đông,"10,324,781",25%,100%
172,MHC,CTCP MHC,"41,406,844",85%,100%
173,MIG,Tổng CTCP Bảo hiểm Quân Đội,"164,450,000",35%,100%
174,MSB,Ngân hàng TMCP Hàng Hải Việt Nam,"1,527,500,000",85%,100%
175,MSH,CTCP May Sông Hồng,"75,014,100",35%,100%
176,MSN,CTCP Tập đoàn MaSan,"1,423,724,783",45%,100%
177,MWG,CTCP Đầu tư Thế Giới Di Động,"1,463,941,630",70%,100%
178,NAF,CTCP NAFOODS GROUP,"50,564,090",20%,100%
179,NBB,CTCP Đầu tư Năm Bảy Bảy,"100,159,795",55%,100%
180,NCT,CTCP Dịch vụ Hàng hóa Nội Bài,"26,165,732",35%,100%
181,NHA,Tổng Công ty Đầu tư Phát triển nhà và đô thị Nam Hà Nội,"42,174,520",60%,100%
182,NHH,CTCP Nhựa Hà Nội,"72,880,000",25%,100%
183,NHT,CTCP Sản xuất và Thương mại Nam Hoa,"18,464,425",40%,100%
184,NKG,CTCP Thép Nam Kim,"263,277,806",75%,100%
185,NLG,CTCP Đầu tư Nam Long,"382,940,013",55%,100%
186,NNC,CTCP Đá Núi Nhỏ,"21,920,000",40%,100%
187,NSC,CTCP Tập đoàn Giống cây trồng  Việt Nam,"17,574,516",20%,100%
188,NT2,CTCP Điện lực Dầu khí Nhơn Trạch 2,"287,876,029",30%,100%
189,NTL,CTCP Phát triển Đô thị Từ Liêm,"60,989,950",65%,100%
190,NVL,CTCP Tập đoàn Đầu tư Địa ốc NO VA,"1,949,779,664",40%,100%
191,NVT,CTCP Bất động sản Du lịch Ninh Vân Bay,"90,500,000",55%,100%
192,OCB,Ngân hàng TMCP Phương Đông,"1,369,882,863",55%,100%
193,OPC,CTCP Dược phẩm OPC,"26,577,280",35%,100%
194,ORS,CTCP Chứng khoán Tiên Phong,"200,000,000",90%,100%
195,PAC,CTCP Pin Ắc quy miền Nam,"46,471,707",20%,100%
196,PAN,CTCP Tập đoàn PAN,"208,894,750",70%,100%
197,PC1,CTCP Tập đoàn PC1,"235,159,649",55%,100%
198,PDR,CTCP Phát triển Bất động sản Phát Đạt,"671,646,219",40%,100%
199,PET,Tổng CTCP Dịch vụ Tổng hợp Dầu khí,"89,837,424",70%,100%
200,PGC,Tổng Công ty Gas Petrolimex - CTCP,"60,339,285",35%,100%
201,PGI,Tổng CTCP Bảo hiểm Petrolimex,"110,896,796",30%,100%
202,PHC,CTCP Xây dựng Phục Hưng Holdings,"50,669,294",80%,100%
203,PHR,CTCP Cao su Phước Hòa,"135,499,198",35%,100%
204,PIT,CTCP Xuất nhập khẩu PETROLIMEX,"14,210,225",35%,100%
205,PJT,CTCP Vận tải Xăng dầu Đường thủy Petrolimex,"23,040,717",30%,100%
206,PLP,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,"59,999,847",75%,100%
207,PLX,Tập đoàn Xăng dầu Viêt Nam,"1,270,592,235",10%,100%
208,PNJ,CTCP Vàng bạc Đá quý Phú Nhuận,"242,366,563",85%,100%
209,POM,CTCP Thép POMINA,"278,543,546",25%,100%
210,POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,"2,341,871,600",25%,100%
211,PPC,CTCP Nhiệt điện Phả Lại,"320,613,054",25%,100%
212,PSH,CTCP Thương mại Đầu tư Dầu khí Nam Sông Hậu,"126,169,780",35%,100%
213,PTB,CTCP Phú Tài,"68,038,403",60%,100%
214,PVD,Tổng CTCP Khoan và Dịch vụ Khoan Dầu khí,"505,350,810",50%,100%
215,PVT,Tổng CTCP Vận tải Dầu khí,"323,651,246",50%,100%
216,QCG,CTCP Quốc Cường Gia Lai,"275,129,141",40%,100%
217,RAL,CTCP Bóng đèn Phích nước Rạng Đông,"22,947,419",35%,100%
218,RDP,CTCP Rạng Đông Holding,"49,069,803",50%,100%
219,REE,CTCP Cơ Điện Lạnh,"355,402,569",45%,100%
220,SAB,Tổng CTCP Bia – Rượu – Nước giải khát Sài Gòn,"641,281,186",11%,100%
221,SAM,CTCP SAM HOLDINGS,"365,353,065",100%,100%
222,SAV,CTCP Hợp tác Kinh tế và Xuất nhập khẩu SAVIMEX,"17,967,405",45%,100%
223,SBA,CTCP Sông Ba,"60,285,171",60%,100%
224,SBT,CTCP Thành Thành Công - Biên Hòa,"629,150,895",45%,100%
225,SBV,CTCP SIAM BROTHERS VIỆT NAM,"27,323,976",35%,100%
226,SCD,CTCP Nước giải khát Chương Dương,"8,477,640",30%,100%
227,SCR,CTCP Địa ốc Sài Gòn Thương Tín,"366,356,303",75%,100%
228,SCS,CTCP Dịch vụ hàng hóa Sài Gòn,"50,745,700",30%,100%
229,SFC,CTCP Nhiên liệu Sài Gòn,"11,234,819",20%,100%
230,SFG,CTCP Phân bón Miền Nam,"47,897,333",30%,100%
231,SFI,CTCP Đại lý Vận tải SAFI,"14,023,057",35%,100%
232,SGN,CTCP Phục vụ mặt đất Sài Gòn,"33,533,591",20%,100%
233,SGR,CTCP Địa ốc Sài Gòn,"59,999,989",25%,100%
234,SGT,CTCP Công nghệ Viễn thông Sài Gòn,"74,001,604",30%,100%
235,SHA,CTCP Sơn Hà Sài Gòn,"33,446,675",80%,100%
236,SHB,Ngân hàng TMCP Sài Gòn - Hà Nội,"2,666,873,613",80%,100%
237,SHI,CTCP Quốc tế Sơn Hà,"149,869,053",60%,100%
238,SJF,CTCP Đầu tư Sao Thái Dương,"79,200,000",95%,100%
239,SJS,CTCP Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,"113,897,480",60%,100%
240,SKG,CTCP Tàu cao tốc Superdong – Kiên Giang,"63,331,735",70%,100%
241,SMA,CTCP Thiết bị Phụ tùng Sài Gòn,"20,352,836",40%,100%
242,SMB,CTCP Bia Sài Gòn - Miền Trung,"29,846,648",40%,100%
243,SMC,CTCP Đầu tư Thương mại SMC,"73,107,529",45%,100%
244,SPM,CTCP SPM,"13,770,000",25%,100%
245,SRC,CTCP Cao su Sao Vàng,"28,063,368",35%,100%
246,SRF,CTCP SEAREFICO,"33,786,780",30%,100%
247,SSB,Ngân hàng TMCP Đông Nam Á,"1,980,900,000",80%,100%
248,SSI,CTCP Chứng khoán SSI,"1,490,135,242",70%,100%
249,ST8,CTCP Siêu Thanh,"25,720,902",11%,100%
250,STB,Ngân hàng TMCP Sài Gòn Thương Tín,"1,885,215,716",100%,100%
251,STK,CTCP Sợi Thế Kỷ,"68,185,294",40%,100%
252,SVD,CTCP Đầu tư và Thương mại Vũ Đăng,"25,800,000",45%,100%
253,SVT,CTCP Công nghệ Sài Gòn Viễn Đông,"15,053,446",50%,100%
254,SZC,CTCP Sonadezi Châu Đức,"100,000,000",40%,100%
255,SZL,CTCP Sonadezi Long Thành,"18,190,900",35%,100%
256,TCB,Ngân hàng TMCP Kỹ thương Việt Nam,"3,510,914,798",65%,100%
257,TCD,CTCP Đầu tư Phát triển Công nghiệp và Vận tải,"224,418,304",35%,100%
258,TCH,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,"668,215,843",60%,100%
259,TCL,CTCP Đai lý Giao nhận Vận tải Xếp dỡ Tân Cảng,"30,158,436",50%,100%
260,TCM,CTCP Dệt may - Đầu tư - Thương mại Thành Công,"81,946,677",40%,100%
261,TCO,CTCP Vận tải Đa phương thức Duyên Hải,"18,711,000",55%,100%
262,TCR,CTCP Công nghiệp Gốm sứ TAICERA,"45,425,142",30%,100%
263,TCT,CTCP Cáp treo Núi Bà Tây Ninh,"12,788,000",45%,100%
264,TDC,CTCP Kinh doanh và Phát triển Bình Dương,"100,000,000",40%,100%
265,TDG,CTCP Dầu khí Thái Dương,"16,770,000",90%,100%
266,TDM,CTCP Nước Thủ Dầu Một,"100,000,000",75%,100%
267,TDP,CTCP Thuận Đức Eco,"60,210,902",45%,100%
268,TEG,CTCP Năng lượng và Bất động sản Trường Thành,"65,591,772",50%,100%
269,THG,CTCP Đầu tư và Xây dựng Tiền Giang,"19,963,893",80%,100%
270,TIP,CTCP Phát triển Khu công nghiệp Tín Nghĩa,"65,007,857",45%,100%
271,TIX,CTCP Sản xuất Kinh doanh XNK Dịch vụ và Đầu tư Tân Bình,"30,000,000",30%,100%
272,TLD,CTCP Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,"42,752,586",80%,100%
273,TLG,CTCP Tập đoàn Thiên Long,"77,794,453",40%,100%
274,TLH,CTCP Tập đoàn Thép Tiến Lên,"102,110,621",65%,100%
275,TMS,CTCP Transimex,"105,859,929",12%,100%
276,TMT,CTCP Ô tô TMT,"36,877,980",30%,100%
277,TN1,CTCP Thương mại dịch vụ TNS HOLDINGS,"43,188,421",25%,100%
278,TNA,CTCP Thương mại Xuất nhập khẩu Thiên Nam,"49,231,310",50%,100%
279,TNH,CTCP Bệnh viện Quốc Tế Thái Nguyên,"51,874,998",75%,100%
280,TNI,CTCP Tập đoán Thành Nam,"52,500,000",100%,100%
281,TNT,CTCP Tập đoàn TNT,"51,000,000",45%,100%
282,TPB,Ngân hàng TMCP Tiên Phong,"1,581,755,495",50%,100%
283,TRC,CTCP Cao su Tây Ninh,"29,125,000",30%,100%
284,TSC,CTCP Vật tư Kỹ thuật Nông nghiệp Cần Thơ,"196,858,925",55%,100%
285,TTA,CTCP Đầu tư Xây dựng và Phát triển Trường Thành,"145,799,904",35%,100%
286,TTB,CTCP Tập đoàn Tiến Bộ,"101,509,583",50%,100%
287,TV2,CTCP Tư vấn xây dựng điện 2,"45,018,690",50%,100%
288,TVB,CTCP Chứng khoán Trí Việt,"224,030,922",45%,100%
289,TVS,CTCP Chứng khoán Thiên Việt,"107,075,121",65%,100%
290,TVT,Tổng Công ty Việt Thắng - CTCP,"21,000,000",40%,100%
291,TYA,CTCP Dây và Cáp điện Taya Việt Nam,"30,679,646",20%,100%
292,UIC,CTCP Đầu tư Phát triển Nhà và Đô thị IDICO,"8,000,000",45%,100%
293,VCA,CTCP Thép Vicasa - Vnsteel,"15,187,322",30%,100%
294,VCB,Ngân hàng TMCP Ngoại Thương Việt Nam,"4,732,516,571",11%,100%
295,VCG,CTCP Xuất nhập khẩu và Xây dựng Việt Nam,"485,881,740",40%,100%
296,VCI,CTCP Chứng khoán Bản Việt,"335,000,000",70%,100%
297,VDS,CTCP Chứng khoán Rồng Việt,"105,104,665",35%,100%
298,VGC,Tổng Công ty Viglacera - CTCP,"448,350,000",12%,100%
299,VHC,CTCP Vĩnh Hoàn,"183,376,956",50%,100%
300,VHM,CTCP Vinhomes,"4,354,367,488",30%,100%
301,VIB,Ngân hàng TMCP Quốc tế Việt Nam,"2,107,672,945",55%,100%
302,VIC,Tập đoàn Vingroup - CTCP,"3,813,935,561",25%,100%
303,VID,CTCP Đầu tư Phát triển Thương mại Viễn Đông,"40,837,407",50%,100%
304,VIP,CTCP Vận tải Xăng dầu VIPCO,"68,470,941",45%,100%
305,VIX,CTCP Chứng khoán VIX,"549,190,458",75%,100%
306,VJC,CTCP Hàng không VietJet,"541,611,334",50%,100%
307,VMD,CTCP Y Dược phẩm Vimedimex,"15,440,268",25%,100%
308,VND,CTCP Chứng khoán VNDIRECT,"1,217,834,917",75%,100%
309,VNE,Tổng CTCP Xây dựng Điện Việt Nam,"81,934,033",65%,100%
310,VNG,CTCP Du lịch Thành Thành Công,"97,276,608",25%,100%
311,VNL,CTCP Logistics Vinalink,"9,427,000",80%,100%
312,VNM,CTCP Sữa Việt Nam,"2,089,955,445",40%,100%
313,VOS,CTCP Vận tải Biển Việt Nam,"140,000,000",50%,100%
314,VPB,Ngân hàng TMCP Việt Nam Thịnh Vượng,"4,445,473,387",70%,100%
315,VPD,CTCP Phát triển Điện lực Việt Nam,"106,589,629",35%,100%
316,VPG,CTCP Đầu tư Thương mại XNK Việt Phát,"80,198,336",60%,100%
317,VPH,CTCP Vạn Phát Hưng,"95,357,800",55%,100%
318,VPI,CTCP Đầu Tư Văn Phú - Invest,"219,999,780",45%,100%
319,VPS,CTCP Thuốc sát trùng Việt Nam,"24,460,792",20%,100%
320,VRC,CTCP Bất động sản và Đầu tư VRC,"50,000,000",65%,100%
321,VRE,CTCP Vincom Retail,"2,272,318,410",40%,100%
322,VSC,CTCP Container Việt Nam,"121,270,155",65%,100%
323,VSH,CTCP Thủy điện Vĩnh Sơn Sông Hinh,"236,241,246",20%,100%
324,VTB,CTCP Viettronics Tân Bình,"10,804,520",40%,100%
325,VTO,CTCP Vận tải Xăng dầu VITACO,"79,866,666",45%,100%
326,YBM,CTCP Khoáng sản Công nghiệp Yên Bái,"14,299,880",45%,100%
