Stt,Symbol,Name,KLLH,Free_Float,Limit
59,DHM,CTCP TM và Khai thác Khoáng sản Dương Hiếu,"3 1,396,180",80%,100%
60,DIG,Tổng CTCP Đầu Tư Phát Triển Xây Dựng,"3 14,943,601",45%,100%
61,DLG,CTCP Tập Đoàn Đức Long Gia Lai,"2 99,309,720",75%,100%
62,DMC,CTCP XNK Y Tế Domesco,"3 4,727,465",14%,100%
63,DPG,CTCP Đạt Phương,"4 3,499,810",50%,100%
64,DPM,Tổng Cty Phân Bón và Hóa Chất Dầu Khí -CTCP,"3 91,334,260",40%,100%
65,DPR,CTCP Cao Su Đồng Phú,"4 0,124,790",45%,100%
66,DQC,CTCP Bóng đèn Điện Quang,"2 7,558,066",45%,100%
67,DRC,CTCP Cao Su Đà Nẵng,"1 18,792,605",50%,100%
68,DRH,CTCP DRH Holdings,"6 0,353,933",100%,100%
69,DSN,CTCP Công Viên Nước Đầm Sen,"1 2,083,009",60%,100%
70,DTA,CTCP Đệ Tam,"1 8,059,832",50%,100%
71,DVP,CTCP Đầu Tư và Phát Triển Cảng Đình Vũ,"4 0,000,000",30%,100%
72,DXG,Công ty Cổ phần Tập đoàn Đất Xanh,"5 18,287,181",85%,100%
73,DXV,CTCP Vicem VLXD Đà Nẵng,"9 ,900,000",35%,100%
74,EIB,Ngân hàng TMCP XNK Việt Nam,"1 ,229,432,904",85%,100%
75,ELC,CTCP Đầu Tư Phát Triển Công Nghệ Điện Tử Viễn thông,"5 0,618,648",60%,100%
76,EVE,CTCP Everpia,"3 8,047,973",80%,100%
77,EVG,CTCP Tập đoàn Everland,"1 05,000,000",70%,100%
78,FCM,CTCP Khoáng sản FECON,"4 1,000,000",35%,100%
79,FCN,CTCP Fecon,"1 23,929,435",75%,100%
80,FIR,CTCP Địa ốc First Real,"2 7,039,864",55%,100%
81,FIT,CTCP Tập đoàn F.I.T,"2 54,730,247",45%,100%
82,FLC,Công Ty Cổ phần Tập Đoàn FLC,"7 09,997,807",75%,100%
83,FMC,CTCP Thực Phẩm Sao Ta,"5 8,852,800",30%,100%
84,FPT,CTCP FPT,"7 83,905,110",80%,100%
85,FRT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,"7 8,981,792",55%,100%
86,FTM,CTCP Đầu tư và Phát triển Đức Quân,"5 0,000,000",55%,100%
87,FTS,CTCP Chứng khoán FPT,"1 32,266,857",45%,100%
88,GAB,Công ty Cổ phần Đầu tư khai khoáng và Quản lý tài sản FLC,"1 3,800,000",50%,100%
89,GAS,Tổng Công ty Khí Việt Nam-CTCP,"1 ,913,950,000",5%,100%
90,GDT,CTCP Chế Biến Gỗ Đức Thành,"1 6,877,158",55%,100%
91,GEG,CTCP Điện Gia Lai,"2 71,175,188",30%,100%
92,GEX,Tổng CTCP Thiết bị điện Việt Nam,"4 81,969,050",70%,100%
93,GIL,CTCP SXKD XNK Bình Thạnh,"3 5,983,800",65%,100%
94,GMC,CTCP Garmex Sài Gòn,"2 9,956,020",40%,100%
95,GMD,Công ty Cổ phần Gemadept,"2 96,924,957",90%,100%
96,GTN,CTCP GTNFOODS,"2 49,000,000",25%,100%
97,HAG,CTCP Hoàng Anh Gia Lai,"9 27,399,283",65%,100%
98,HAH,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,"4 7,392,798",75%,100%
99,HAI,CTCP Nông Dược Hai,"1 82,682,799",90%,100%
100,HAP,CTCP Tập Đoàn Hapaco,"5 5,471,151",85%,100%
101,HAR,CTCP Đầu tư Thương Mại Bất Động Sản An Dương Thảo Điền,"9 5,684,090",60%,100%
102,HAX,CTCP Dịch Vụ Ôtô Hàng Xanh,"3 6,610,129",55%,100%
103,HBC,Công ty Cổ phần Tập đoàn Xây dựng Hòa Bình,"2 30,875,398",70%,100%
104,HCD,CTCP Đầu tư Sản xuất và Thương mại HCD,"2 7,000,000",85%,100%
105,HCM,CTCP Chứng Khoán TPHCM,"3 05,041,845",45%,100%
106,HDB,Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh,"1 ,593,767,296",70%,100%
107,HDC,CTCP Phát Triển Nhà Bà Rịa Vũng Tàu,"6 5,875,008",60%,100%
108,HDG,CTCP Tập Đoàn Hà Đô,"1 54,275,018",60%,100%
109,HHS,CTCP Đầu Tư Dịch Vụ Hoàng Huy,"2 74,744,063",50%,100%
110,HII,Công ty Cổ phần An Tiến Industries,"3 2,027,500",35%,100%
111,HMC,CTCP Kim Khí TPHCM - VNSTEEL,"2 1,000,000",35%,100%
112,HNG,CTCP Nông Nghiệp Quốc tế Hoàng Anh Gia Lai,"1 ,108,553,895",35%,100%
113,HPG,CTCP Tập Đoàn Hòa Phát,"3 ,313,282,659",55%,100%
114,HPX,CTCP Đầu tư Hải Phát,"2 64,494,582",55%,100%
115,HQC,CTCP TV-TM-DV Địa Ốc Hoàng Quân,"4 76,599,274",85%,100%
116,HSG,CTCP Tập Đoàn Hoa Sen,"4 44,298,113",80%,100%
117,HSL,Công ty Cổ phần Đầu tư Phát triển Thực phẩm Hồng Hà,"1 7,167,144",70%,100%
118,HT1,CTCP Xi Măng Hà Tiên 1,"3 81,541,911",20%,100%
119,HTI,CTCP Đầu Tư Phát Triển Hạ Tầng Idico,"2 4,949,200",40%,100%
120,HTN,CTCP Hưng Thịnh Incons,"3 3,062,221",35%,100%
121,HUB,CTCP Xây lắp Thừa Thiên Huế,"1 9,057,316",50%,100%
122,HVH,CTCP Đầu tư và công nghệ HVC,"2 1,949,995",45%,100%
123,IBC,CTCP Đầu tư Apax Holdings,"8 1,589,735",30%,100%
124,ICT,CTCP Viễn thông - Tin học Bưu điện,"3 2,185,000",60%,100%
125,IDI,CTCP Đầu Tư và Phát Triển Đa Quốc Gia I.D.I,"2 27,644,608",45%,100%
126,IJC,CTCP Phát Triển Hạ Tầng kỹ Thuật,"1 37,097,323",20%,100%
127,ILB,CTCP ICD Tân Cảng - Long Bình,"2 4,502,245",40%,100%
128,IMP,CTCP Dược Phẩm Imexpharm,"6 6,671,570",50%,100%
129,ITA,CTCP Đầu Tư và Công Nghiệp Tân Tạo,"9 38,321,575",55%,100%
130,ITD,CTCP Công Nghệ Tiên Phong,"1 8,992,610",60%,100%
131,JVC,CTCP Thiết Bị Y Tế Việt Nhật,"1 12,500,171",55%,100%
132,KBC,Tổng Cty Phát Triển Đô Thị Kinh Bắc -CTCP,"4 69,760,189",70%,100%
133,KDC,CTCP Tập Đòan KIDO,"2 05,661,141",50%,100%
134,KDH,CTCP Đầu Tư và Kinh Doanh Nhà Khang Điền,"5 58,806,579",65%,100%
135,KHP,CTCP Điện Lực Khánh Hòa,"5 6,071,016",50%,100%
136,KMR,CTCP Mirae,"5 6,877,807",55%,100%
137,KOS,CTCP Kosy,"1 66,576,388",35%,100%
138,KSB,CTCP Khoáng Sản và Xây Dựng Bình Dương,"6 6,633,078",60%,100%
139,LBM,CTCP Khoáng Sản và VLXD Lâm Đồng,"1 0,000,000",30%,100%
140,LCG,CTCP Licogi 16,"1 15,248,172",80%,100%
141,LDG,CTCP Đầu Tư LDG,"2 39,447,211",90%,100%
142,LGL,CTCP Đầu Tư và Phát Triển Đô Thị Long Giang,"5 1,497,100",50%,100%
143,LHG,CTCP Long Hậu,"5 0,012,010",30%,100%
144,LIX,CTCP Bột Giặt Lix,"3 2,400,000",50%,100%
145,LM8,CTCP Lilama 18,"9 ,388,682",50%,100%
146,LSS,CTCP Mía Đường Lam Sơn,"6 6,994,950",60%,100%
147,MBB,Ngân hàng TMCP Quân Đội,"2 ,798,756,872",60%,100%
148,MHC,CTCP MHC,"4 1,406,844",70%,100%
149,MSH,CTCP May Sông hồng,"5 0,009,400",40%,100%
150,MSN,CTCP Tập Đoàn Masan,"1 ,174,683,246",35%,100%
151,MWG,CTCP Đầu Tư Thế Giới Di Động,"4 53,209,987",65%,100%
152,NAF,CTCP Nafoods Group,"4 7,567,790",15%,100%
153,NCT,CTCP Dịch vụ Hàng hóa Nội Bài,"2 6,165,732",35%,100%
154,NHH,CTCP Nhựa Hà Nội,"3 6,440,000",30%,100%
155,NKG,CTCP Thép Nam Kim,"1 71,999,868",65%,100%
156,NLG,CTCP Đầu tư Nam Long,"2 75,270,660",60%,100%
157,NNC,CTCP Đá Núi Nhỏ,"2 1,920,000",35%,100%
158,NSC,CTCP Tập đoàn Giống Cây Trồng Việt Nam,"1 7,574,516",20%,100%
159,NT2,CTCP Điện lực Dầu khí Nhơn Trạch 2,"2 87,876,029",30%,100%
160,NTL,CTCP Phát Triển Đô Thị Từ Liêm,"6 0,989,950",45%,100%
161,NVL,CTCP Tập đoàn Đầu tư Địa ốc No Va,"9 86,095,522",35%,100%
162,PAC,CTCP Pin Ắc Quy Miền Nam,"4 6,471,707",35%,100%
163,PAN,CTCP Tập Đoàn PAN,"2 08,894,750",30%,100%
164,PC1,CTCP Xây Lắp Điện I,"1 91,187,727",60%,100%
165,PDR,CTCP Phát Triển Bất Động Sản Phát Đạt,"3 96,169,897",40%,100%
166,PET,Tổng CTCP Dịch Vụ Tổng Hợp Dầu Khí,"8 3,570,524",70%,100%
167,PGC,Tổng Cty Gas Petrolimex-CTCP,"6 0,339,285",35%,100%
168,PHC,CTCP Xây dựng Phục Hưng Holding,"2 5,741,540",80%,100%
169,PHR,CTCP Cao Su Phước Hòa,"1 35,499,198",35%,100%
170,PLP,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,"3 9,999,847",65%,100%
171,PLX,Tập đoàn Xăng dầu Việt Nam,"1 ,218,813,235",11%,100%
172,PNJ,CTCP Vàng Bạc Đá Quý Phú Nhuận,"2 25,124,026",85%,100%
173,POM,CTCP Thép Pomina,"2 78,543,546",12%,100%
174,POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,"2 ,341,871,600",20%,100%
175,PPC,CTCP Nhiệt Điện Phả Lại,"3 20,613,054",25%,100%
176,PSH,CTCP Thương mại Đầu tư Dầu khí Nam Sông Hậu,"1 26,196,780",35%,100%
177,PTB,CTCP  Phú Tài,"4 6,059,181",55%,100%
178,PVD,Tổng CTCP Khoan và Dịch Vụ Khoan Dầu Khí,"4 21,129,789",50%,100%
179,PVT,Tổng CTCP Vận Tải Dầu Khí,"3 23,651,246",45%,100%
180,QBS,CTCP Xuất nhập khẩu Quảng Bình,"6 9,329,928",75%,100%
181,QCG,CTCP Quốc Cường Gia Lai,"2 75,129,141",40%,100%
182,RAL,CTCP Bóng Đèn Phích Nước Rạng Đông,"1 1,500,000",30%,100%
183,REE,CTCP Cơ Điện Lạnh,"3 09,050,926",45%,100%
184,ROS,CTCP Xây dựng FLC Faros,"5 67,598,121",100%,100%
185,SAB,Tổng CTCP Bia - Rượu - Nước giải khát Sài Gòn,"6 41,281,186",11%,100%
186,SAM,Công ty Cổ phần SAM HOLDINGS,"3 50,000,444",100%,100%
187,SAV,CTCP Hợp Tác Kinh Tế và XNK Savimex,"1 4,204,085",35%,100%
188,SBA,CTCP Sông Ba,"6 0,285,171",60%,100%
189,SBT,CTCP Thành Thành Công- Biên Hòa,"5 86,740,552",40%,100%
190,SBV,CTCP Siam Brothers Việt Nam,"2 7,323,976",35%,100%
191,SCD,CTCP Nước Giải Khát Chương Dương,"8 ,477,640",40%,100%
192,SCR,CTCP Địa ốc Sài Gòn Thương Tín,"3 66,356,303",75%,100%
193,SCS,CTCP Dịch vụ Hàng hóa Sài Gòn,"5 0,745,700",35%,100%
194,SFG,CTCP Phân bón Miền Nam,"4 7,897,333",30%,100%
195,SFI,CTCP Đại Lý Vận Tải Safi,"1 3,355,293",35%,100%
196,SGN,CTCP Phục vụ Mặt đất Sài Gòn,"3 3,533,591",20%,100%
197,SGR,CTCP Địa ốc Sài Gòn,"5 9,999,989",20%,100%
198,SHA,CTCP Sơn Hà Sài Gòn,"3 1,853,976",80%,100%
199,SHI,CTCP Quốc Tế Sơn Hà,"9 1,107,067",75%,100%
200,SJD,CTCP Thủy Điện Cần Đơn,"6 8,998,620",50%,100%
201,SJF,CTCP Đầu tư Sao Thái Dương,"7 9,200,000",95%,100%
202,SJS,CTCP Đầu Tư Phát Triển Đô Thị và KCN Sông Đà,"1 13,897,480",55%,100%
203,SKG,CTCP Tàu Cao Tốc Superdong - Kiên Giang,"6 3,331,735",65%,100%
204,SMB,CTCP Bia Sài Gòn - Miền Trung,"2 9,846,648",40%,100%
205,SMC,CTCP Đầu Tư Thương Mại SMC,"6 0,922,941",40%,100%
206,SRC,CTCP Cao Su Sao Vàng,"2 8,063,368",40%,100%
207,SSI,CTCP Chứng Khoán SSI,"5 99,014,915",60%,100%
208,STB,Ngân hàng TMCP Sài Gòn Thương Tín,"1 ,803,653,429",95%,100%
209,STK,CTCP Sợi Thế Kỷ,"6 8,185,294",35%,100%
210,SVC,CTCP Dịch Vụ Tổng Hợp Sài Gòn,"3 3,300,466",50%,100%
211,SZC,CTCP Sonadezi Châu Đức,"1 00,000,000",40%,100%
212,SZL,CTCP Sonadezi Long Thành,"1 8,190,900",35%,100%
213,TAC,CTCP Dầu Thực Vật Tường An,"3 3,876,148",12%,100%
214,TCB,Ngân hàng Thương mại cổ phần Kỹ thương Việt Nam,"3 ,504,906,230",65%,100%
215,TCD,CTCP Đầu tư Phát triển Công nghiệp và Vận tải,"4 7,294,590",25%,100%
216,TCH,CTCP Đầu tư Dịch vụ Tài chính Hoàng Huy,"3 53,271,564",60%,100%
217,TCL,CTCP Đại Lý Giao Nhận Vận Tải Xếp Dỡ Tân Cảng,"3 0,158,436",50%,100%
218,TCM,CTCP Dệt May Đầu Tư Thương Mại Thành Công,"6 1,967,899",50%,100%
219,TCT,CTCP Cáp Treo Núi Bà Tây Ninh,"1 2,788,000",35%,100%
220,TDC,CTCP KD VÀ PT Bình Dương,"1 00,000,000",40%,100%
221,TDG,CTCP Dầu khí Thái Dương,"1 6,770,000",85%,100%
222,TDH,CTCP Phát Triển Nhà Thủ Đức,"1 12,652,767",90%,100%
223,TDM,CTCP Nước Thủ Dầu Một,"1 00,000,000",60%,100%
224,TEG,Công ty Cổ phần BĐS và Xây dựng Trường Thành,"3 2,383,642",55%,100%
225,TGG,CTCP Xây dựng và Đầu tư Trường Giang,"2 7,299,990",80%,100%
226,THG,CTCP Đầu Tư và Xây Dựng Tiền Giang,"1 4,519,560",80%,100%
227,TIP,CTCP Phát triển Khu Công Nghiệp Tín Nghĩa,"2 6,003,143",45%,100%
228,TLD,CTCP Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,"3 9,956,780",45%,100%
229,TLG,CTCP Tập Đoàn Thiên Long,"7 7,794,453",40%,100%
230,TLH,CTCP Tập Đoàn Thép Tiến Lên,"1 00,650,621",55%,100%
231,TMS,CTCP Transimex,"8 1,432,123",25%,100%
232,TN1,CTCP Thương mại Dịch vụ TNS Holdings,"2 1,405,984",20%,100%
233,TNA,CTCP TM XNK Thiên Nam,"3 9,385,930",60%,100%
234,TNI,CTCP Tập đoàn Thành Nam,"5 2,500,000",80%,100%
235,TNT,CTCP Tài Nguyên,"2 5,500,000",95%,100%
236,TPB,Ngân hàng Thương mại Cổ phần Tiên Phong,"1 ,031,655,666",60%,100%
237,TRC,CTCP Cao Su Tây Ninh,"2 9,125,000",30%,100%
238,TSC,CTCP Vật Tư Kỹ Thuật Nông Nghiệp Cần Thơ,"1 47,648,084",45%,100%
239,TTB,CTCP Tập đoàn Tiến Bộ,"5 1,509,583",80%,100%
240,TV2,CTCP Tư vấn Xây dựng điện 2,"3 6,014,952",45%,100%
241,TVB,CTCP Chứng khoán Trí Việt,"5 4,725,873",30%,100%
242,TYA,CTCP Dây và Cáp Điện Taya Việt Nam,"3 0,679,646",13%,100%
243,UDC,CTCP Xây Dựng và Phát Triển Đô Thị Tỉnh Bà Rịa Vũng Tàu,"3 4,706,000",35%,100%
244,UIC,CTCP Đầu Tư Phát Triển Nhà và Đô Thị Idico,"8 ,000,000",45%,100%
245,VCB,Ngân hàng TMCP Ngoại Thương Việt Nam,"3 ,708,877,448",11%,100%
246,VCI,CTCP Chứng khoán Bản Việt,"1 65,600,000",70%,100%
247,VGC,Tổng Công ty Viglacera - CTCP,"4 48,350,000",15%,100%
248,VHC,CTCP Vĩnh Hoàn,"1 81,946,026",45%,100%
249,VHM,CTCP Vinhomes,"3 ,289,513,918",25%,100%
250,VIC,Tập Đoàn Vingroup - CTCP,"3 ,382,430,590",35%,100%
251,VID,CTCP Đầu Tư Phát Triển Thương Mại Viễn Đông,"3 0,880,070",50%,100%
252,VIP,CTCP Vận Tải Xăng Dầu Vipco,"6 5,470,941",45%,100%
253,VJC,CTCP Hàng không Vietjet,523838594,50%,100%
254,VND,CTCP Chứng khoán Vndirect,208520759,70%,100%
255,VNE,Tổng CTCP Xây Dựng Điện Việt Nam,81934033,75%,100%
256,VNG,CTCP Du Lịch Thành Thành Công,97276608,55%,100%
257,VNM,CTCP Sữa Việt Nam,2089645346,50%,100%
258,VNS,CTCP Ánh Dương Việt Nam,67859192,40%,100%
259,VOS,CTCP Vận Tải Biển Việt Nam,140000000,40%,100%
260,VPB,Ngân hàng Thương mại cổ phần Việt Nam Thịnh vượng,2454748366,75%,100%
261,VPG,CTCP Đầu tư Thương mại Xuất nhập khẩu Việt Phát,39199814,40%,100%
262,VPH,CTCP Vạn Phát Hưng,95357800,65%,100%
263,VPI,CTCP Đầu tư Văn Phú - Invest,199999900,40%,100%
264,VPS,CTCP Thuốc sát trùng Việt Nam,24460792,20%,100%
265,VRC,CTCP Bất động sản và Đầu tư VRC,50000000,70%,100%
266,VRE,CTCP Vincom Retail,2272318410,40%,100%
267,VSC,CTCP Container Việt Nam,55122798,75%,100%
268,VSH,CTCP Thủy Điện Vĩnh Sơn Sông Hinh,236241246,20%,100%
269,VTB,CTCP Viettronics Tân Bình,10804520,40%,100%
270,VTO,CTCP Vận Tải Xăng Dầu Vitaco,78866666,45%,100%
271,YBM,CTCP Khoáng sản Công nghiệp Yên Bái,14299880,45%,100%
272,YEG,CTCP Tập đoàn Yeah1,31279968,30%,100%
