Stt,Symbol,Name,KLLH,Free_Float,Limit
273,TIP,CTCP Phát triển Khu Công Nghiệp Tín Nghĩa,"26,003,143",45%,100%
274,TIX,CTCP Sản Xuất Kinh Doanh XNK Dịch Vụ và Đầu tư Tân B,"n h             30,000,000",30%,100%
275,TLD,CTCP Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,"42,753,318",90%,100%
276,TLG,CTCP Tập Đoàn Thiên Long,"77,794,453",45%,100%
277,TLH,CTCP Tập Đoàn Thép Tiến Lên,"102,110,621",65%,100%
278,TMS,CTCP Transimex,"93,645,232",13%,100%
279,TMT,CTCP Ôtô TMT,"36,877,980",25%,100%
280,TN1,CTCP Thương mại Dịch vụ TNS Holdings,"33,836,737",25%,100%
281,TNA,CTCP TM XNK Thiên Nam,"49,231,310",55%,100%
282,TNH,CTCP Bệnh viện Quốc tế Thái Nguyên,"41,500,000",75%,100%
283,TNI,CTCP Tập đoàn Thành Nam,"52,500,000",100%,100%
284,TNT,CTCP Tài Nguyên,"51,000,000",45%,100%
285,TPB,Ngân hàng TMCP Tiên Phong,"1,581,755,495",60%,100%
286,TRC,CTCP Cao Su Tây Ninh,"29,125,000",30%,100%
287,TSC,CTCP Vật Tư Kỹ Thuật Nông Nghiệp Cần Thơ,"147,648,084",60%,100%
288,TTA,CTCP Đầu tư Xây dựng và Phát triển Trường Thành,"145,799,904",35%,100%
289,TTB,CTCP Tập đoàn Tiến Bộ,"51,509,583",80%,100%
290,TV2,CTCP Tư vấn Xây dựng điện 2,"45,018,690",50%,100%
291,TVB,CTCP Chứng khoán Trí Việt,"112,015,461",45%,100%
292,TVS,CTCP Chứng khoán Thiên Việt,"107,075,121",65%,100%
293,TVT,Tổng Công ty Việt Thắng - CTCP,"21,000,000",40%,100%
294,TYA,CTCP Dây và Cáp Điện Taya Việt Nam,"30,679,646",20%,100%
295,UDC,CTCP Xây Dựng và Phát Triển Đô Thị Tỉnh Bà Rịa Vũng Tà,"34,706,000",35%,100%
296,UIC,CTCP Đầu Tư Phát Triển Nhà và Đô Thị Idico,"8,000,000",45%,100%
297,VCA,CTCP Thép VICASA - VNSTEEL,"15,187,322",30%,100%
298,VCB,Ngân hàng TMCP Ngoại Thương Việt Nam,"4,732,527,623",11%,100%
299,VCG,Tổng CTCP Xuất nhập khẩu và Xây dựng Việt Nam,"441,710,673",40%,100%
300,VCI,CTCP Chứng khoán Bản Việt,"333,000,000",70%,100%
301,VDS,CTCP Chứng khoán Rồng Việt,"105,104,665",35%,100%
302,VGC,Tổng Công ty Viglacera - CTCP,"448,350,000",11%,100%
303,VHC,CTCP Vĩnh Hoàn,"181,946,026",45%,100%
304,VHM,CTCP Vinhomes,"4,354,367,488",30%,100%
305,VIB,Ngân hàng TMCP Quốc tế Việt Nam,"1,553,142,993",45%,100%
306,VIC,Tập Đoàn Vingroup - CTCP,"3,805,214,791",35%,100%
307,VID,CTCP Đầu Tư Phát Triển Thương Mại Viễn Đông,"35,510,789",50%,100%
308,VIP,CTCP Vận Tải Xăng Dầu Vipco,"68,470,941",45%,100%
309,VIX,CTCP Chứng khoán VIX,"274,595,229",75%,100%
310,VJC,CTCP Hàng không Vietjet,"541,611,334",50%,100%
311,VMD,CTCP Y Dược Phẩm Vimedimex,"15,440,268",20%,100%
312,VND,CTCP Chứng khoán Vndirect,"434,942,782",75%,100%
313,VNE,Tổng CTCP Xây Dựng Điện Việt Nam,"81,934,033",75%,100%
314,VNG,CTCP Du Lịch Thành Thành Công,"97,276,608",60%,100%
315,VNL,CTCP Logistics Vinalink,"9,000,000",85%,100%
316,VNM,CTCP Sữa Việt Nam,"2,089,955,445",40%,100%
317,VPB,Ngân hàng TMCP Việt Nam Thịnh vượng,"4,445,473,387",70%,100%
318,VPD,CTCP Phát triển Điện lực Việt Nam,"106,589,629",35%,100%
319,VPG,CTCP Đầu tư Thương mại Xuất nhập khẩu Việt Phát,"64,679,532",65%,100%
320,VPH,CTCP Vạn Phát Hưng,"95,357,800",60%,100%
321,VPI,CTCP Đầu tư Văn Phú - Invest,"219,999,780",45%,100%
322,VPS,CTCP Thuốc sát trùng Việt Nam,"24,460,792",20%,100%
323,VRC,CTCP Bất động sản và Đầu tư VRC,"50,000,000",70%,100%
324,VRE,CTCP Vincom Retail,"2,272,318,410",40%,100%
325,VSC,CTCP Container Việt Nam,"110,245,596",65%,100%
326,VSH,CTCP Thủy Điện Vĩnh Sơn Sông Hinh,"236,241,246",20%,100%
327,VTB,CTCP Viettronics Tân Bình,"10,804,520",45%,100%
328,VTO,CTCP Vận Tải Xăng Dầu Vitaco,"78,866,666",45%,100%
329,YBM,CTCP Khoáng sản Công nghiệp Yên Bái,"14,299,880",40%,100%
